# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.85000 288.7038 0.0000 0.0000 0.0000 0.0000 122.0587 61.0293 325.8105 372.2829 -20.1164 0.0000 0.0000
20.02 15.07.2018 05.20.00 19.85000 289.3263 0.0000 0.0000 0.0000 0.0000 193.7925 96.8963 328.7644 374.7314 -20.8609 0.0000 0.0000
30.03 15.07.2018 05.30.01 19.85000 290.0871 0.0000 0.0000 0.0000 0.0000 257.0982 128.5491 333.6029 379.0989 -23.2553 0.0000 0.0000
40.03 15.07.2018 05.40.01 19.85000 290.9636 0.0000 0.0000 0.0000 0.0000 279.1115 139.5557 340.1096 384.2327 -24.2616 0.0000 0.0000
50.03 15.07.2018 05.50.01 19.85000 291.6462 0.0301 0.0001 0.0001 0.0000 250.8569 125.4284 343.3202 388.1808 -23.9451 0.0000 0.0000
60.03 15.07.2018 06.00.01 19.85000 292.2325 0.0931 0.0002 0.0002 0.0000 302.7805 151.3903 345.3824 392.6317 -24.8218 0.0000 0.0000
70.03 15.07.2018 06.10.01 19.85000 292.5793 0.2754 0.0007 0.0007 0.0000 278.4167 139.2083 346.8544 396.9441 -26.6511 0.0000 0.0000
80.03 15.07.2018 06.20.01 19.85000 292.8865 0.9945 0.0024 0.0024 0.0000 258.0551 129.0276 348.4968 399.7785 -26.8089 0.0000 0.0000
90.03 15.07.2018 06.30.01 19.85012 293.1900 1.0324 0.0025 0.0025 0.0000 294.7864 147.3932 349.9629 403.3122 -28.0110 0.0000 0.0000
100.03 15.07.2018 06.40.01 19.85024 293.4815 1.0110 0.0025 0.0025 0.0000 277.8073 138.9037 351.4984 406.8253 -28.8726 0.0000 0.0000
110.03 15.07.2018 06.50.01 19.85070 293.7508 1.0452 0.0026 0.0026 0.0000 269.4634 134.7317 352.9493 409.3909 -29.2701 0.0000 0.0000
120.03 15.07.2018 07.00.01 19.85137 294.0073 1.0834 0.0027 0.0027 0.0000 265.1667 132.5834 354.3697 411.6836 -29.9645 0.0000 0.0000
130.03 15.07.2018 07.10.01 19.85223 294.3315 1.2043 0.0030 0.0030 0.0000 262.5751 131.2876 355.9468 413.9043 -29.6182 0.0000 0.0000
140.03 15.07.2018 07.20.01 19.85314 294.6763 2.1278 0.0052 0.0052 0.0000 262.0404 131.0202 357.7265 416.0355 -29.4379 0.0000 0.0000
150.03 15.07.2018 07.30.01 19.85430 295.0015 3.1291 0.0077 0.0077 0.0000 260.1659 130.0830 359.4873 418.0191 -29.5259 0.0000 0.0000
160.03 15.07.2018 07.40.01 19.85610 295.3580 3.6361 0.0089 0.0089 0.0000 260.2762 130.1381 361.5334 419.9531 -29.3421 0.0000 0.0000
170.03 15.07.2018 07.50.01 19.85809 295.6953 5.2906 0.0130 0.0130 0.0000 259.9691 129.9846 363.4446 421.8313 -29.3406 0.0000 0.0000
180.03 15.07.2018 08.00.01 19.86083 296.0001 6.1613 0.0151 0.0151 0.0000 307.4757 153.7379 365.2410 424.7849 -30.6708 0.0000 0.0000
190.03 15.07.2018 08.10.01 19.86385 296.1299 7.3584 0.0180 0.0180 0.0000 306.1355 153.0678 367.2104 428.0785 -32.6037 0.0000 0.0000
200.03 15.07.2018 08.20.01 19.86752 296.0301 8.2989 0.0203 0.0203 0.0000 304.4414 152.2207 369.0529 430.3449 -36.7741 0.0000 0.0000
210.03 15.07.2018 08.30.01 19.87151 296.0241 9.4872 0.0233 0.0233 0.0000 306.3869 153.1935 370.6989 432.1407 -41.8604 0.0000 0.0000
220.03 15.07.2018 08.40.01 19.87609 296.1936 10.4285 0.0256 0.0256 0.0000 305.3718 152.6859 372.1802 434.2456 -41.2808 0.0000 0.0000
230.03 15.07.2018 08.50.01 19.88110 296.3989 11.9741 0.0293 0.0293 0.0000 304.7019 152.3509 373.7175 436.1753 -41.6654 0.0000 0.0000
240.03 15.07.2018 09.00.01 19.88677 296.5982 13.6474 0.0334 0.0334 0.0000 312.0488 156.0244 375.4107 438.1396 -42.8507 0.0000 0.0000
250.03 15.07.2018 09.10.01 19.89321 296.9097 14.6589 0.0359 0.0359 0.0000 315.2543 157.6271 377.2795 440.7583 -39.7565 0.0000 0.0000
260.03 15.07.2018 09.20.01 19.90008 297.5332 16.0544 0.0393 0.0393 0.0000 320.2660 160.1330 379.1303 442.9519 -41.0669 0.0000 0.0000
