# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.90362 288.4298 113.7241 0.3949 -0.5303 1.2336 253.9717 141.8825 324.0080 389.5827 -35.9190 0.0330 0.0000
20.02 15.07.2018 05.20.00 19.92959 289.1625 159.6254 0.5543 -0.9317 1.9812 410.5164 230.5087 327.3767 411.4607 -51.6604 0.0927 0.0000
30.03 15.07.2018 05.30.01 19.97903 289.8988 224.6953 0.7802 -1.3464 2.8355 537.0780 302.8627 331.4262 435.7192 -66.7413 0.1990 0.0000
40.03 15.07.2018 05.40.01 20.05929 290.6123 260.2009 0.9035 -1.8170 3.6273 267.9445 144.2837 335.6861 403.5342 -38.4093 0.2836 0.0000
50.03 15.07.2018 05.50.01 20.15460 290.9723 137.8512 0.4786 -2.2789 3.6767 221.0960 119.4935 337.8778 402.3173 -34.1985 0.3973 0.0000
60.03 15.07.2018 06.00.01 20.20922 291.4758 74.2741 0.2579 -2.4667 3.6328 266.1244 140.2931 339.6514 401.9844 -31.6107 0.5207 0.0000
70.03 15.07.2018 06.10.01 20.24352 291.7621 58.5275 0.2032 -2.5073 3.6140 322.0457 165.6222 341.0493 402.7351 -33.2920 0.6496 0.0000
80.03 15.07.2018 06.20.01 20.27441 292.0537 79.7111 0.2768 -2.5003 3.7028 386.6200 196.8134 342.5445 407.0963 -40.0013 0.7829 0.0000
90.03 15.07.2018 06.30.01 20.31451 292.3922 95.1954 0.3305 -2.5145 3.7934 431.0564 216.7118 344.6864 409.9394 -47.0015 0.9299 0.0000
100.03 15.07.2018 06.40.01 20.36190 292.8998 120.2543 0.4175 -2.5400 3.9433 419.7672 210.8024 348.4972 415.5432 -53.7294 1.2034 0.0000
110.03 15.07.2018 06.50.01 20.42565 293.3304 447.7327 1.5546 -2.6231 5.5703 413.5849 206.8276 351.4723 420.2896 -59.5179 1.8390 0.0000
120.03 15.07.2018 07.00.01 20.61123 293.6642 692.4889 2.4045 -3.3006 7.6067 407.7998 202.7889 353.2847 424.0645 -64.5654 2.4759 0.0000
130.03 15.07.2018 07.10.01 20.88772 293.9572 802.8192 2.7876 -4.3977 9.5803 422.9683 210.8753 354.8495 430.5513 -66.5697 3.1146 0.0000
140.03 15.07.2018 07.20.01 21.20709 294.2551 855.7562 2.9714 -5.6625 11.5119 423.1933 209.8421 356.4444 434.2535 -66.7097 3.7625 0.0000
150.03 15.07.2018 07.30.01 21.54824 294.5633 873.4255 3.0327 -6.9895 13.3630 424.7062 209.5170 358.1779 437.6431 -66.9729 4.4223 0.0000
160.03 15.07.2018 07.40.01 21.89822 294.8767 877.2183 3.0459 -8.3161 15.1494 428.8445 210.5532 359.9845 440.8448 -67.1354 5.1046 0.0000
170.03 15.07.2018 07.50.01 22.25054 295.1964 813.7845 2.8256 -9.6148 16.5872 433.0575 211.8481 361.9214 443.9370 -67.3971 5.8158 0.0000
180.03 15.07.2018 08.00.01 22.58093 295.5186 737.6110 2.5611 -10.7662 17.7698 436.5627 212.9207 363.8939 446.9008 -67.5868 6.5641 0.0000
190.03 15.07.2018 08.10.01 22.88616 295.8251 752.5447 2.6130 -11.7629 19.1679 440.2602 213.9728 366.1474 450.2755 -63.2701 7.3464 0.0000
200.03 15.07.2018 08.20.01 23.19869 296.0845 803.1017 2.7885 -12.7767 20.7537 443.8199 214.8180 368.1001 453.1757 -64.5804 8.1600 0.0000
210.03 15.07.2018 08.30.01 23.52938 296.2838 753.7217 2.6171 -13.8607 21.9703 446.9524 215.6981 370.2065 455.3069 -69.7299 9.0094 0.0000
220.03 15.07.2018 08.40.01 23.84323 296.5616 720.3261 2.5011 -14.8360 23.1162 450.7279 216.9014 372.8972 457.8387 -69.5824 9.8716 0.0000
230.03 15.07.2018 08.50.01 24.14529 296.9220 687.0823 2.3857 -15.7403 24.1680 454.0010 217.9082 375.7644 460.3239 -70.6878 10.7319 0.0000
