# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.92870 288.5685 174.3907 0.5589 -0.7776 1.7820 313.0705 166.0912 324.8288 385.9286 -32.6237 0.0349 0.0000
20.02 15.07.2018 05.20.00 19.96679 289.3453 258.0593 0.8271 -1.3621 2.9189 548.7180 290.9864 328.6356 408.5684 -50.8108 0.0993 0.0000
30.03 15.07.2018 05.30.01 20.04470 290.1761 363.6485 1.1655 -1.9979 4.2179 621.7721 318.1640 333.1815 409.4727 -54.0591 0.2155 0.0000
40.03 15.07.2018 05.40.01 20.17123 290.9602 414.5015 1.3285 -2.7374 5.4212 579.9349 295.4969 337.9007 420.5112 -61.8278 0.3090 0.0000
50.03 15.07.2018 05.50.01 20.31841 291.5803 205.6907 0.6593 -3.4597 5.4919 529.8018 269.0246 340.0984 426.1990 -66.2960 0.4356 0.0000
60.03 15.07.2018 06.00.01 20.39761 292.1267 100.8090 0.3231 -3.7423 5.4205 480.3220 243.0879 342.5143 429.4806 -69.5986 0.5817 0.0000
70.03 15.07.2018 06.10.01 20.44305 292.3984 72.7627 0.2332 -3.8073 5.3873 454.8118 229.4227 343.9944 431.6938 -72.6744 0.8600 0.0000
80.03 15.07.2018 06.20.01 20.48065 292.6681 102.2307 0.3277 -3.8107 5.5179 431.5117 216.9141 345.5043 433.1244 -75.1060 1.1423 0.0000
90.03 15.07.2018 06.30.01 20.52969 292.9883 119.5430 0.3832 -3.8554 5.6514 426.8090 215.5598 347.6291 436.6677 -78.7427 1.4835 0.0000
100.03 15.07.2018 06.40.01 20.58654 293.4273 152.1829 0.4878 -3.9188 5.8754 411.7123 207.2252 350.7123 437.3161 -78.5531 1.9569 0.0000
110.03 15.07.2018 06.50.01 20.66607 293.8906 669.0228 2.1443 -4.0677 8.2827 404.9192 202.2094 353.4485 438.4712 -78.8859 2.6639 0.0000
120.03 15.07.2018 07.00.01 20.93151 294.1871 1037.9501 3.3268 -5.1421 11.2918 400.4592 198.1471 355.1906 439.2661 -79.8658 3.3737 0.0000
130.03 15.07.2018 07.10.01 21.33010 294.4450 1190.6394 3.8162 -6.8384 14.2061 400.3260 196.2795 356.6622 440.5352 -76.0479 4.0856 0.0000
140.03 15.07.2018 07.20.01 21.78704 294.6954 1260.7898 4.0410 -8.7555 17.0620 402.7182 195.7636 358.2226 441.9445 -73.5542 4.8042 0.0000
150.03 15.07.2018 07.30.01 22.27319 294.9705 1281.3754 4.1070 -10.7440 19.8012 406.6394 196.1088 359.9791 443.4140 -71.9865 5.5447 0.0000
160.03 15.07.2018 07.40.01 22.77062 295.2666 1284.3188 4.1164 -12.7166 22.4440 413.1201 197.7939 361.7972 445.0593 -70.6600 6.3166 0.0000
170.03 15.07.2018 07.50.01 23.27273 295.5785 1271.0006 4.0737 -14.6471 24.9610 419.9624 199.7452 363.7414 446.9251 -69.7680 7.1281 0.0000
180.03 15.07.2018 08.00.01 23.77233 295.8924 1203.3274 3.8568 -16.5052 27.1493 425.7613 201.3563 365.6951 448.8726 -69.2195 7.9831 0.0000
190.03 15.07.2018 08.10.01 24.25143 296.1836 1178.2495 3.7764 -18.2069 29.3111 431.5080 202.9651 367.8830 451.2815 -65.6122 8.8734 0.0000
200.03 15.07.2018 08.20.01 24.72311 296.2733 1129.7789 3.6211 -19.8328 31.2718 436.4200 204.2579 369.7640 453.1391 -67.9491 9.7990 0.0000
210.03 15.07.2018 08.30.01 25.17968 296.5089 1091.5095 3.4984 -21.3404 33.1184 441.2032 205.5767 371.8706 454.7126 -71.5828 10.7640 0.0000
220.03 15.07.2018 08.40.01 25.62426 296.8632 1056.4801 3.3862 -22.7582 34.8591 446.4632 207.1571 374.5671 456.9313 -69.6284 11.7388 0.0000
230.03 15.07.2018 08.50.01 26.05706 297.2788 1012.5304 3.2453 -24.0992 36.4593 451.1455 208.5315 377.6089 459.3301 -68.5742 12.7051 0.0000
240.03 15.07.2018 09.00.01 26.47445 297.6919 945.3998 3.0301 -25.3419 37.8293 455.1156 209.7195 380.9713 461.7998 -68.9099 13.6620 0.0000
250.03 15.07.2018 09.10.01 26.86825 298.0080 844.5331 2.7068 -26.4358 38.8569 456.3417 209.7147 381.6635 465.8985 -56.2798 14.6492 0.0000
260.03 15.07.2018 09.20.01 27.22830 298.0895 795.8301 2.5507 -27.3307 39.8418 458.0416 210.0407 381.8045 468.2881 -63.5570 15.7031 0.0000
270.03 15.07.2018 09.30.01 27.57031 298.2440 740.3423 2.3729 -28.1383 40.6816 459.1595 210.1710 381.8881 468.7767 -78.0681 16.8229 0.0000
280.03 15.07.2018 09.40.01 27.89242 298.9628 720.3826 2.3089 -28.8513 41.5470 461.5953 210.9417 385.4328 470.8760 -73.0783 17.9367 0.0000
290.03 15.07.2018 09.50.01 28.20727 299.4915 689.5637 2.2101 -29.5221 42.3096 463.7362 211.6458 390.4336 472.9534 -73.5257 18.9780 0.0000
300.03 15.07.2018 10.00.01 28.50994 299.9102 609.1243 1.9523 -30.1334 42.7810 464.4911 211.8288 397.5656 475.0109 -76.7015 19.7196 0.0000
310.03 15.07.2018 10.10.01 28.78536 300.1149 641.4842 2.0560 -30.6058 43.5491 465.9068 211.9909 399.3576 476.8549 -76.3207 20.2996 0.0000
320.03 15.07.2018 10.20.01 29.07174 300.2818 650.6386 2.0854 -31.1420 44.3031 467.5650 212.3241 401.1643 478.7851 -76.5438 20.8200 0.0000
330.03 15.07.2018 10.30.01 29.36004 300.4169 598.8607 1.9194 -31.6916 44.8146 467.3943 211.8162 402.3891 480.4697 -76.9359 21.3088 0.0000
340.03 15.07.2018 10.40.01 29.63055 300.5240 602.2656 1.9303 -32.1529 45.4444 468.8783 212.1236 403.2662 482.1525 -77.4852 21.7660 0.0000
350.03 15.07.2018 10.50.01 29.90048 300.6642 570.9748 1.8300 -32.6025 45.9100 469.2815 211.9538 403.8406 483.6496 -78.2062 22.6423 0.0000
360.03 15.07.2018 11.00.01 30.15850 300.8471 500.8275 1.6052 -32.9974 46.1369 468.5793 211.3820 404.3173 484.9725 -78.9362 23.5356 0.0000
370.03 15.07.2018 11.10.01 30.39111 300.9466 420.9778 1.3493 -33.2679 46.1563 466.0834 210.0857 405.2573 486.5327 -77.3451 24.4363 0.0000
380.03 15.07.2018 11.20.01 30.59490 301.1413 346.2780 1.1099 -33.3986 46.0112 462.5610 208.3453 406.7432 488.0044 -75.6623 25.3291 0.0000
390.03 15.07.2018 11.30.01 30.77181 301.3419 279.6305 0.8963 -33.3998 45.7281 458.3013 206.3025 408.0279 489.3872 -74.4094 26.0400 0.0000
400.03 15.07.2018 11.40.01 30.92471 301.5150 261.9702 0.8396 -33.2876 45.5030 454.9221 204.6804 408.4410 490.7254 -72.6300 26.7923 0.0000
410.03 15.07.2018 11.50.01 31.07021 301.6529 222.1788 0.7121 -33.1549 45.1560 451.0394 202.8683 408.7987 491.7098 -72.7660 27.5494 0.0000
420.03 15.07.2018 12.00.01 31.19976 301.7825 137.3891 0.4403 -32.9648 44.5401 445.9127 200.5862 409.0319 492.3203 -73.9618 28.2638 0.0000
430.03 15.07.2018 12.10.01 31.29797 301.7987 73.8920 0.2368 -32.6359 43.8303 440.2024 198.1515 409.5708 493.3581 -71.8574 29.0083 0.0000
440.03 15.07.2018 12.20.01 31.37179 301.7792 -0.8519 -0.0027 -32.2138 42.9481 433.7350 195.4436 409.8726 493.2640 -76.3529 29.6847 0.0000
450.03 15.07.2018 12.30.01 31.41659 301.4625 -61.1333 -0.1959 -31.6835 41.9834 427.3160 192.8490 405.7806 492.2196 -82.1874 30.4784 0.0000
460.03 15.07.2018 12.40.01 31.43829 301.2777 -91.2277 -0.2924 -31.0671 41.0329 421.3485 190.4564 399.1889 490.4527 -83.3386 32.3187 0.0000
