# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.85000 288.0009 0.0000 0.0000 0.0000 0.0000 321.5803 160.7901 327.8209 377.4286 -27.2887 0.0000 0.0000
20.02 15.07.2018 05.20.00 19.85000 288.6066 0.0000 0.0000 0.0000 0.0000 548.4021 274.2011 331.5310 389.8316 -40.1740 0.0000 0.0000
30.03 15.07.2018 05.30.01 19.85000 289.2808 0.0000 0.0000 0.0000 0.0000 755.5219 377.7609 336.3024 407.2983 -58.3125 0.0000 0.0000
40.03 15.07.2018 05.40.01 19.85000 290.0162 0.0000 0.0000 0.0000 0.0000 683.4245 341.7122 341.3751 422.0504 -69.6138 0.0000 0.0000
50.03 15.07.2018 05.50.01 19.85000 290.6448 0.1449 0.0007 0.0007 0.0000 604.4487 302.2244 343.6805 430.7340 -73.1092 0.0000 0.0000
60.03 15.07.2018 06.00.01 19.85018 291.2135 0.2154 0.0010 0.0010 0.0000 529.6255 264.8128 345.5114 436.4258 -72.8206 0.0000 0.0000
70.03 15.07.2018 06.10.01 19.85064 291.5306 0.2621 0.0012 0.0012 0.0000 483.1152 241.5576 346.9876 440.2914 -71.5467 0.0000 0.0000
80.03 15.07.2018 06.20.01 19.85156 291.8475 0.5818 0.0027 0.0027 0.0000 441.2965 220.6482 348.5098 443.0087 -69.0626 0.0000 0.0000
90.03 15.07.2018 06.30.01 19.85299 292.1532 0.7065 0.0033 0.0033 0.0000 401.4647 200.7323 350.2767 444.5485 -65.6061 0.0000 0.0000
100.03 15.07.2018 06.40.01 19.85479 292.4577 0.8548 0.0040 0.0040 0.0000 370.8630 185.4315 352.3497 445.4367 -60.8148 0.0000 0.0000
110.03 15.07.2018 06.50.01 19.85720 292.7701 1.3227 0.0062 0.0062 0.0000 357.5212 178.7606 354.9888 446.2402 -56.5395 0.0000 0.0000
120.03 15.07.2018 07.00.01 19.86028 293.0804 1.6509 0.0078 0.0078 0.0000 349.7006 174.8503 357.0564 447.1040 -53.1324 0.0000 0.0000
130.03 15.07.2018 07.10.01 19.86395 293.3887 2.0666 0.0097 0.0097 0.0000 343.7149 171.8574 358.9695 447.7647 -51.8119 0.0000 0.0000
140.03 15.07.2018 07.20.01 19.86852 293.6928 2.5465 0.0120 0.0120 0.0000 338.8058 169.4029 360.8958 448.3049 -50.9815 0.0000 0.0000
150.03 15.07.2018 07.30.01 19.87399 293.9868 2.7418 0.0129 0.0129 0.0000 334.2526 167.1263 362.9322 448.7567 -50.3958 0.0000 0.0000
160.03 15.07.2018 07.40.01 19.88000 294.2761 3.2879 0.0155 0.0155 0.0000 331.0525 165.5262 364.9246 449.2057 -49.7451 0.0000 0.0000
170.03 15.07.2018 07.50.01 19.88708 294.5684 3.5481 0.0167 0.0167 0.0000 327.8966 163.9483 367.0056 449.6671 -49.1831 0.0000 0.0000
180.03 15.07.2018 08.00.01 19.89474 294.8590 3.9983 0.0189 0.0189 0.0000 323.9641 161.9821 369.0679 450.1059 -48.6618 0.0000 0.0000
190.03 15.07.2018 08.10.01 19.90338 295.0638 4.5286 0.0214 0.0214 0.0000 320.0241 160.0121 371.3048 450.5491 -48.0364 0.0000 0.0000
200.03 15.07.2018 08.20.01 19.91290 295.3245 4.8830 0.0230 0.0230 0.0000 315.4429 157.7215 373.3017 450.8156 -48.8249 0.0000 0.0000
210.03 15.07.2018 08.30.01 19.92306 295.5091 5.3398 0.0252 0.0252 0.0000 311.2993 155.6496 375.3514 451.0027 -49.2685 0.0000 0.0000
220.03 15.07.2018 08.40.01 19.93426 295.7687 5.8226 0.0275 0.0275 0.0000 306.9743 153.4871 377.4325 451.4816 -47.0831 0.0000 0.0000
230.03 15.07.2018 08.50.01 19.94619 295.8226 6.2564 0.0295 0.0295 0.0000 302.4887 151.2444 379.5735 451.8969 -46.5271 0.0000 0.0000
240.03 15.07.2018 09.00.01 19.95901 295.8758 6.5294 0.0308 0.0308 0.0000 298.6430 149.3215 381.9431 452.4930 -44.8720 0.0000 0.0000
250.03 15.07.2018 09.10.01 19.97262 296.3743 7.0253 0.0331 0.0331 0.0000 292.6415 146.3208 383.6015 452.8379 -45.0489 0.0000 0.0000
