# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.88702 288.4435 1018.2994 3.9777 -0.2662 5.6586 274.6354 138.9278 322.7792 374.9761 -21.5899 0.0000 0.0000
20.02 15.07.2018 05.20.00 20.31021 289.1296 1221.6361 4.7720 -2.3827 9.5396 511.5970 261.5743 325.3792 393.9289 -41.9145 0.0000 0.0000
30.03 15.07.2018 05.30.01 20.82769 289.9312 1241.2749 4.8487 -4.7938 12.8567 719.5546 367.2506 329.3916 414.8203 -63.2611 0.0000 0.0000
40.03 15.07.2018 05.40.01 21.34713 290.7494 281.3345 1.0990 -7.0792 10.9043 667.6058 341.5333 334.0195 428.1030 -73.2930 0.0000 0.0000
50.03 15.07.2018 05.50.01 21.47454 291.2047 -191.8382 -0.7494 -7.3759 8.8354 607.7539 311.1713 336.5642 434.3971 -79.9058 0.0000 0.0000
60.03 15.07.2018 06.00.01 21.40545 291.5833 -385.0828 -1.5042 -6.7450 6.9877 545.8907 279.4329 338.3953 437.5248 -83.5773 0.0000 0.0000
70.03 15.07.2018 06.10.01 21.25433 291.8137 -410.3794 -1.6030 -5.7772 5.5656 512.0362 261.9354 339.8789 439.5403 -85.8964 0.0000 0.0000
80.03 15.07.2018 06.20.01 21.08984 292.0703 -398.2207 -1.5555 -4.8064 4.3345 482.3175 246.7739 341.7617 441.1376 -87.5181 0.0000 0.0000
90.03 15.07.2018 06.30.01 20.92785 292.3458 -382.0040 -1.4922 -3.8948 3.2034 474.3678 244.5972 343.5338 444.8537 -91.2993 0.0000 0.0000
100.03 15.07.2018 06.40.01 20.77102 292.6418 -356.1646 -1.3913 -3.0417 2.2006 452.4445 233.2349 345.3516 445.1873 -90.2780 0.0000 0.0000
110.03 15.07.2018 06.50.01 20.62643 292.9441 -210.4445 -0.8220 -2.2712 1.9322 444.8851 229.9371 347.2740 446.7999 -90.9794 0.0000 0.0000
120.03 15.07.2018 07.00.01 20.54278 293.2461 -78.3394 -0.3060 -1.8064 2.0005 443.5767 230.1339 349.2707 448.8932 -92.2586 0.0000 0.0000
130.03 15.07.2018 07.10.01 20.51418 293.6180 -20.2361 -0.0790 -1.5992 2.0268 445.7155 232.0417 351.2044 451.7508 -87.3562 0.0000 0.0000
140.03 15.07.2018 07.20.01 20.51101 293.9844 18.1472 0.0709 -1.4945 2.0872 448.1770 234.1173 353.2355 454.8914 -83.9009 0.0000 0.0000
150.03 15.07.2018 07.30.01 20.52505 294.3729 39.3267 0.1536 -1.4502 2.1384 449.2659 235.3753 355.3545 457.9111 -81.5369 0.0000 0.0000
