# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 20.24630 288.6127 3750.1599 12.0197 -2.2297 18.9992 304.5089 148.4509 323.7072 378.9133 -27.2563 0.0000 0.0000
20.02 15.07.2018 05.20.00 21.58853 289.3077 4584.9341 14.6953 -9.0649 31.6803 519.0670 252.2887 326.5147 394.5177 -43.4198 0.0000 0.0000
30.03 15.07.2018 05.30.01 23.25787 290.1189 4331.2852 13.8823 -17.0045 41.1824 732.9285 358.1132 330.8429 415.6939 -65.4746 0.0000 0.0000
40.03 15.07.2018 05.40.01 24.82205 290.9915 869.6516 2.7873 -23.9788 35.6882 676.2317 331.9092 335.8039 427.8974 -73.8500 0.0000 0.0000
50.03 15.07.2018 05.50.01 25.17211 291.4708 -909.6749 -2.9156 -24.6030 28.9165 607.8911 299.6962 338.3870 433.1068 -79.1195 0.0000 0.0000
60.03 15.07.2018 06.00.01 24.88787 291.8727 -1564.6436 -5.0149 -22.1623 22.8632 561.3560 280.0225 340.1834 438.8558 -84.6835 0.0000 0.0000
70.03 15.07.2018 06.10.01 24.36233 292.1111 -1589.3630 -5.0941 -18.7515 18.2099 520.4906 260.6236 341.6151 440.3740 -86.2810 0.0000 0.0000
80.03 15.07.2018 06.20.01 23.81552 292.3649 -1507.0778 -4.8304 -15.4739 14.1913 484.5316 243.6880 343.4794 441.4068 -87.2229 0.0000 0.0000
90.03 15.07.2018 06.30.01 23.28732 292.6328 -1436.3090 -4.6036 -12.4757 10.4962 449.6745 227.1683 345.2198 441.4652 -86.7322 0.0000 0.0000
100.03 15.07.2018 06.40.01 22.77706 292.9211 -1339.8005 -4.2942 -9.7091 7.2198 423.7738 215.0560 347.0115 441.2563 -84.9624 0.0000 0.0000
110.03 15.07.2018 06.50.01 22.30462 293.2145 -770.2012 -2.4686 -7.2373 6.3583 413.8095 210.6837 348.9083 442.2874 -84.9061 0.0000 0.0000
120.03 15.07.2018 07.00.01 22.03481 293.5145 -280.5900 -0.8993 -5.8410 6.5889 410.3775 209.4044 350.9132 443.7484 -85.3812 0.0000 0.0000
130.03 15.07.2018 07.10.01 21.93832 293.8654 -94.1450 -0.3017 -5.3051 6.6712 410.4587 209.9860 352.8615 445.9626 -80.3197 0.0000 0.0000
140.03 15.07.2018 07.20.01 21.91119 294.2153 25.3453 0.0812 -5.0727 6.8719 430.7987 222.6331 354.9100 451.3564 -79.6338 0.0000 0.0000
150.03 15.07.2018 07.30.01 21.92938 294.5826 80.3489 0.2575 -5.0178 7.0338 482.5673 254.1654 357.0826 462.3309 -83.8806 0.0000 0.0000
160.03 15.07.2018 07.40.01 21.97057 295.0157 133.7184 0.4286 -5.0281 7.2756 485.6735 256.2495 359.2579 466.2600 -82.3504 0.0000 0.0000
