# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.90075 289.1572 341.2646 0.4562 -0.4529 1.2121 231.7270 125.4029 321.8194 379.9041 -28.2842 0.0000 0.0000
20.02 15.07.2018 05.20.00 19.93160 289.7785 430.0842 0.5750 -0.8552 1.9069 424.3434 227.1996 324.0275 394.8742 -43.2531 0.0000 0.0000
30.03 15.07.2018 05.30.01 19.97769 290.4987 589.9030 0.7886 -1.2555 2.7255 616.5602 327.4170 327.4371 413.3649 -61.6011 0.0000 0.0000
40.03 15.07.2018 05.40.01 20.05026 291.2356 735.8394 0.9837 -1.6894 3.5641 603.6837 316.6135 331.4865 421.1684 -65.3510 0.0000 0.0000
50.03 15.07.2018 05.50.01 20.14297 291.7770 457.3419 0.6114 -2.1401 3.6687 545.8384 283.2024 333.9869 424.0853 -67.0432 0.0000 0.0000
60.03 15.07.2018 06.00.01 20.20370 292.2996 261.3870 0.3494 -2.3685 3.6239 511.7206 262.7167 335.9100 426.0523 -68.8119 0.0000 0.0000
70.03 15.07.2018 06.10.01 20.24191 292.5985 190.6734 0.2549 -2.4468 3.6023 471.1521 240.0691 337.5329 427.6925 -71.2474 0.0000 0.0000
80.03 15.07.2018 06.20.01 20.27316 292.9043 257.0973 0.3437 -2.4661 3.7465 452.4641 230.4194 339.5255 430.7487 -75.8121 0.0000 0.0000
90.03 15.07.2018 06.30.01 20.31375 293.2030 288.2224 0.3853 -2.5085 3.8584 469.6767 238.4804 341.4191 433.3679 -80.1633 0.0000 0.0000
100.03 15.07.2018 06.40.01 20.35949 293.5300 325.0549 0.4346 -2.5527 3.9830 451.8853 228.8179 343.3376 435.3882 -83.1038 0.0000 0.0000
110.03 15.07.2018 06.50.01 20.41598 293.8489 1163.4686 1.5554 -2.6271 5.5768 451.0879 228.2440 345.3734 438.3764 -87.3668 0.0000 0.0000
120.03 15.07.2018 07.00.01 20.58093 294.1732 1889.3505 2.5259 -3.2096 7.6473 455.6185 230.5007 347.3706 441.5519 -91.7161 0.0000 0.0000
130.03 15.07.2018 07.10.01 20.83935 294.5020 2252.2971 3.0111 -4.2015 9.6168 462.5203 233.8407 349.2436 444.9749 -89.6765 0.0000 0.0000
140.03 15.07.2018 07.20.01 21.14660 294.8267 2458.0308 3.2861 -5.3695 11.5409 469.6761 237.3664 351.2210 448.5649 -88.5996 0.0000 0.0000
