# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.90081 289.1319 345.3283 0.4617 -0.4527 1.2192 184.6847 93.2455 321.8172 369.1196 -14.3018 0.0000 0.0000
20.02 15.07.2018 05.20.00 19.93228 289.7813 445.8728 0.5961 -0.8559 1.9360 466.3227 234.1887 324.2057 380.5559 -23.9979 0.0000 0.0000
30.03 15.07.2018 05.30.01 19.98065 290.5706 603.0820 0.8063 -1.2603 2.7554 693.8121 349.7183 327.7987 401.8580 -43.8689 0.0000 0.0000
40.03 15.07.2018 05.40.01 20.07983 291.2936 4628.5811 6.1879 -1.8043 10.6564 702.6028 353.6901 331.7770 423.5692 -65.2061 0.0000 0.0000
50.03 15.07.2018 05.50.01 20.68926 291.7506 6677.4346 8.9271 -4.7551 18.2428 688.6313 344.2846 333.9902 436.6504 -80.3400 0.0000 0.0000
60.03 15.07.2018 06.00.01 21.52838 292.2234 1713.5381 2.2908 -8.6442 14.5801 621.8732 311.6905 335.8015 441.9999 -87.1239 0.0000 0.0000
70.03 15.07.2018 06.10.01 21.75601 292.4984 -446.9710 -0.5976 -9.3435 11.6612 584.0981 293.2863 337.2806 445.3450 -91.8801 0.0000 0.0000
80.03 15.07.2018 06.20.01 21.71252 292.7893 -1376.6947 -1.8405 -8.7261 9.1808 549.5467 276.4859 338.9716 447.6860 -95.6533 0.0000 0.0000
90.03 15.07.2018 06.30.01 21.54846 293.0774 -1896.5190 -2.5355 -7.5854 6.7332 514.6480 259.4470 340.7298 448.5896 -97.6665 0.0000 0.0000
100.03 15.07.2018 06.40.01 21.31585 293.3711 -2065.6228 -2.7615 -6.1844 4.5638 489.4938 247.2131 342.6320 448.8763 -98.0028 0.0000 0.0000
110.03 15.07.2018 06.50.01 21.06368 293.7165 -1307.4517 -1.7479 -4.7577 4.0130 485.5029 246.4550 344.7311 451.1298 -100.6098 0.0000 0.0000
120.03 15.07.2018 07.00.01 20.90627 294.0384 -552.8752 -0.7391 -3.8510 4.1491 488.9322 249.6252 346.6786 453.8494 -103.8116 0.0000 0.0000
130.03 15.07.2018 07.10.01 20.84277 294.4194 -186.1044 -0.2488 -3.4227 4.2318 495.9003 254.5015 348.5994 457.3631 -99.4977 0.0000 0.0000
140.03 15.07.2018 07.20.01 20.82595 294.7939 37.3233 0.0499 -3.2125 4.3499 502.4326 259.0884 350.5483 461.0218 -97.1907 0.0000 0.0000
150.03 15.07.2018 07.30.01 20.83843 295.1696 175.5260 0.2347 -3.1256 4.4803 508.1207 263.1572 352.5125 464.6115 -96.1026 0.0000 0.0000
160.03 15.07.2018 07.40.01 20.86959 295.5421 254.0216 0.3396 -3.1048 4.5926 515.8321 268.2120 354.4348 468.2769 -95.5194 0.0000 0.0000
170.03 15.07.2018 07.50.01 20.91213 295.9243 320.4349 0.4284 -3.1134 4.7224 523.0212 272.9392 356.4068 471.9622 -95.5815 0.0000 0.0000
180.03 15.07.2018 08.00.01 20.96429 296.3016 364.1176 0.4868 -3.1415 4.8377 528.4941 276.6470 358.3472 475.4058 -95.8991 0.0000 0.0000
190.03 15.07.2018 08.10.01 21.02346 296.6693 411.5165 0.5502 -3.1769 4.9694 533.7166 280.2411 360.3775 479.6548 -92.0482 0.0000 0.0000
200.03 15.07.2018 08.20.01 21.08981 296.9810 438.8902 0.5868 -3.2224 5.0789 537.9073 283.2338 362.2756 482.5319 -98.7044 0.0000 0.0000
210.03 15.07.2018 08.30.01 21.16113 297.1952 487.2422 0.6514 -3.2634 5.2197 541.7766 286.0086 364.2004 484.2163 -109.0539 0.0000 0.0000
220.03 15.07.2018 08.40.01 21.23974 297.3363 498.2013 0.6660 -3.3127 5.3050 546.6323 289.2408 366.0686 486.7568 -109.7065 0.0000 0.0000
230.03 15.07.2018 08.50.01 21.32095 297.5187 516.0409 0.6899 -3.3524 5.3897 550.8493 292.0904 367.9848 489.6470 -109.0369 0.0000 0.0000
240.03 15.07.2018 09.00.01 21.40573 297.8472 559.6483 0.7482 -3.3847 5.5105 554.3600 294.4892 370.0780 492.7310 -108.5030 0.0000 0.0000
250.03 15.07.2018 09.10.01 21.49749 298.0398 588.5109 0.7868 -3.4197 5.6087 554.4654 295.0245 371.8020 496.0125 -93.2171 0.0000 0.0000
260.03 15.07.2018 09.20.01 21.59475 298.7491 664.3588 0.8882 -3.4517 5.7865 555.3110 295.9453 373.4341 498.4514 -95.1236 0.0000 0.0000
270.03 15.07.2018 09.30.01 21.70336 298.6329 733.4043 0.9805 -3.5009 5.9752 555.4584 296.4371 374.6228 497.0687 -115.7639 0.0000 0.0000
280.03 15.07.2018 09.40.01 21.82278 298.7282 784.9958 1.0495 -3.5654 6.1531 557.5412 297.9207 376.4122 499.7492 -113.0522 0.0000 0.0000
290.03 15.07.2018 09.50.01 21.94973 298.8174 832.9240 1.1135 -3.6503 6.3518 559.2940 299.1902 378.5219 501.7280 -115.2441 0.0000 0.0000
300.03 15.07.2018 10.00.01 22.08346 298.7987 862.0382 1.1525 -3.7529 6.5405 559.6335 299.6194 379.9740 500.6798 -126.9339 0.0000 0.0000
310.03 15.07.2018 10.10.01 22.22137 299.0158 773.3091 1.0338 -3.8487 6.5101 561.1225 300.7194 380.8796 501.4594 -126.1207 0.0000 0.0000
320.03 15.07.2018 10.20.01 22.34976 299.2101 768.3065 1.0271 -3.8693 6.5286 562.9183 301.9654 382.0489 502.3840 -126.1901 0.0000 0.0000
330.03 15.07.2018 10.30.01 22.47842 299.4020 729.4922 0.9753 -3.8659 6.4549 562.8051 302.1370 383.0069 502.9402 -126.5464 0.0000 0.0000
340.03 15.07.2018 10.40.01 22.60388 299.6310 761.0482 1.0174 -3.8205 6.4507 564.8044 303.4430 383.9943 503.7676 -126.8395 0.0000 0.0000
350.03 15.07.2018 10.50.01 22.73474 299.7944 771.5148 1.0314 -3.7702 6.4021 565.5885 304.0532 384.9304 504.1832 -127.7875 0.0000 0.0000
360.03 15.07.2018 11.00.01 22.86801 300.0327 792.7637 1.0598 -3.7094 6.3590 565.2613 303.9929 385.6952 504.4262 -128.6869 0.0000 0.0000
370.03 15.07.2018 11.10.01 23.00500 300.1266 844.0751 1.1284 -3.6503 6.3717 562.5040 302.6364 386.6181 505.0620 -128.2176 0.0000 0.0000
380.03 15.07.2018 11.20.01 23.14868 300.2882 854.2761 1.1421 -3.6177 6.3464 558.6383 300.6436 387.4754 505.5091 -127.5417 0.0000 0.0000
390.03 15.07.2018 11.30.01 23.29406 300.3919 850.9414 1.1376 -3.5847 6.2965 553.9655 298.1858 388.1381 505.5037 -127.4702 0.0000 0.0000
400.03 15.07.2018 11.40.01 23.43951 300.4804 863.2499 1.1541 -3.5433 6.2632 550.7248 296.4809 388.6831 505.3243 -127.2610 0.0000 0.0000
410.03 15.07.2018 11.50.01 23.58703 300.5865 866.2561 1.1581 -3.5009 6.2120 546.7743 294.3638 389.1992 504.7808 -128.1340 0.0000 0.0000
420.03 15.07.2018 12.00.01 23.73547 300.6984 865.7186 1.1574 -3.4510 6.1446 541.3341 291.3650 389.6320 503.8907 -128.8422 0.0000 0.0000
430.03 15.07.2018 12.10.01 23.88445 300.8001 920.6910 1.2309 -3.3987 6.1728 535.0430 287.9198 390.2929 504.7346 -124.2256 0.0000 0.0000
440.03 15.07.2018 12.20.01 24.04028 300.8872 922.2773 1.2330 -3.3766 6.1462 527.4328 283.7245 390.7439 503.9507 -123.9487 0.0000 0.0000
450.03 15.07.2018 12.30.01 24.19717 301.0844 931.5105 1.2453 -3.3423 6.1169 519.3242 279.2314 390.6724 502.2002 -125.1402 0.0000 0.0000
460.03 15.07.2018 12.40.01 24.35601 301.4291 936.9695 1.2526 -3.3029 6.0741 511.8511 275.0438 390.6073 501.4128 -119.2076 0.0000 0.0000
470.03 15.07.2018 12.50.01 24.51641 301.5088 1050.4065 1.4043 -3.2610 6.2203 507.3856 272.5190 391.0964 501.0684 -115.9604 0.0000 0.0000
480.03 15.07.2018 13.00.01 24.69067 301.6035 1027.2241 1.3733 -3.2888 6.2161 499.0774 267.8003 391.1773 499.9006 -115.3223 0.0000 0.0000
490.03 15.07.2018 13.10.01 24.86178 301.6447 981.9279 1.3127 -3.3049 6.1568 487.6961 261.4968 390.9940 499.1107 -113.3534 0.0000 0.0000
500.03 15.07.2018 13.20.01 25.02661 301.6772 912.2114 1.2195 -3.3017 6.0283 474.9359 254.4189 390.7068 497.9776 -110.7823 0.0000 0.0000
510.03 15.07.2018 13.30.01 25.18209 301.7107 852.1118 1.1392 -3.2657 5.8732 461.5797 247.0038 390.2957 496.5881 -107.9507 0.0000 0.0000
520.03 15.07.2018 13.40.01 25.32913 301.7389 807.6747 1.0798 -3.2048 5.7127 448.9211 239.9512 389.8319 495.0840 -104.9861 0.0000 0.0000
530.03 15.07.2018 13.50.01 25.46975 301.7675 794.4374 1.0621 -3.1297 5.5890 436.7002 233.1332 389.3836 493.5451 -101.9989 0.0000 0.0000
540.03 15.07.2018 14.00.01 25.60769 301.8003 758.6628 1.0143 -3.0589 5.4309 423.0632 225.4928 388.8404 491.7283 -98.5802 0.0000 0.0000
550.03 15.07.2018 14.10.01 25.74053 301.8652 813.0849 1.0870 -2.9806 5.4235 399.4886 212.6041 389.1694 490.3022 -90.2915 0.0000 0.0000
560.03 15.07.2018 14.20.01 25.87911 301.9208 761.4937 1.0180 -2.9472 5.2870 374.4043 198.9098 389.1926 488.3682 -82.0225 0.0000 0.0000
570.03 15.07.2018 14.30.01 26.01055 301.9789 751.1812 1.0043 -2.8946 5.1985 350.5718 185.9301 389.2629 486.3827 -74.4307 0.0000 0.0000
580.03 15.07.2018 14.40.01 26.13992 302.0458 777.2907 1.0392 -2.8487 5.1838 327.5759 173.4592 389.5658 484.4643 -67.3505 0.0000 0.0000
590.03 15.07.2018 14.50.01 26.27148 302.0967 735.1018 0.9828 -2.8292 5.0826 303.6494 160.4948 389.6651 482.1597 -60.4676 0.0000 0.0000
600.03 15.07.2018 15.00.01 26.39694 302.1308 697.2756 0.9322 -2.7965 4.9715 280.0110 147.7104 389.6259 479.5984 -54.2016 0.0000 0.0000
610.03 15.07.2018 15.10.01 26.51635 302.0377 633.0326 0.8463 -2.7585 4.8064 266.2720 140.1691 388.9537 476.3400 -54.0563 0.0000 0.0000
620.03 15.07.2018 15.20.01 26.62686 301.8761 644.5013 0.8616 -2.6969 4.7447 254.3693 133.6496 388.3786 472.6931 -57.0270 0.0000 0.0000
630.03 15.07.2018 15.30.01 26.73757 301.7075 634.7043 0.8485 -2.6594 4.6773 242.6179 127.2251 387.7627 469.0604 -58.1188 0.0000 0.0000
640.03 15.07.2018 15.40.01 26.84597 301.5346 638.2507 0.8533 -2.6324 4.6475 231.1287 120.9894 387.1740 465.5160 -59.0571 0.0000 0.0000
