# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 20.10754 288.5728 2944.0371 8.0001 -1.4473 12.5965 270.0604 135.6352 322.9736 376.7429 -29.6200 0.0000 0.0000
20.02 15.07.2018 05.20.00 20.93142 289.2404 3376.0239 9.1740 -5.5858 19.6797 459.7446 231.1154 326.6616 391.5210 -47.3970 0.0000 0.0000
30.03 15.07.2018 05.30.01 21.89651 289.9665 3479.4539 9.4550 -10.0843 26.0524 640.5318 321.7985 331.9834 409.6537 -68.7256 0.0000 0.0000
40.03 15.07.2018 05.40.01 22.87875 290.7168 781.7251 2.1243 -14.3959 22.0269 589.4828 297.3261 337.4304 419.8240 -74.7711 0.0000 0.0000
50.03 15.07.2018 05.50.01 23.11984 291.2798 -508.3689 -1.3814 -14.9065 18.0334 528.9139 267.1174 339.4372 424.0934 -74.6531 0.0000 0.0000
60.03 15.07.2018 06.00.01 22.99969 291.7600 -1056.1160 -2.8699 -13.7054 14.4474 471.5002 238.4915 340.9767 426.4691 -73.3696 0.0000 0.0000
70.03 15.07.2018 06.10.01 22.72195 292.0244 -1189.7568 -3.2330 -11.8602 11.5029 437.9608 221.9506 342.0336 427.9985 -72.4813 0.0000 0.0000
80.03 15.07.2018 06.20.01 22.40048 292.3006 -1201.5098 -3.2650 -9.9354 8.8939 407.3344 206.9044 343.0415 428.9920 -71.3346 0.0000 0.0000
90.03 15.07.2018 06.30.01 22.07009 292.5770 -1172.4470 -3.1860 -8.0792 6.5242 377.1693 191.9535 344.3790 429.1589 -69.6821 0.0000 0.0000
100.03 15.07.2018 06.40.01 21.74377 292.8579 -1098.2089 -2.9843 -6.3310 4.4624 355.2515 181.1675 345.9557 429.1512 -67.6252 0.0000 0.0000
110.03 15.07.2018 06.50.01 21.44021 293.1648 -663.4919 -1.8030 -4.7598 3.9425 346.5922 177.1733 347.7940 430.2221 -67.5348 0.0000 0.0000
120.03 15.07.2018 07.00.01 21.25805 293.4632 -281.2856 -0.7644 -3.8212 4.0757 343.1928 175.8418 349.7131 431.5703 -68.2522 0.0000 0.0000
130.03 15.07.2018 07.10.01 21.18231 293.7941 -104.6929 -0.2845 -3.4025 4.1573 342.0142 175.5775 351.7242 433.3542 -64.4257 0.0000 0.0000
