# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.85000 288.0421 0.0000 0.0000 0.0000 0.0000 321.5875 160.7937 328.3814 378.1709 -27.8199 0.0000 0.0000
20.02 15.07.2018 05.20.00 19.85000 288.6145 0.0000 0.0000 0.0000 0.0000 548.4156 274.2078 331.2693 390.2838 -40.5785 0.0000 0.0000
30.03 15.07.2018 05.30.01 19.85000 289.2847 0.0000 0.0000 0.0000 0.0000 755.5439 377.7720 335.8818 407.6638 -58.6380 0.0000 0.0000
40.03 15.07.2018 05.40.01 19.85000 290.0180 0.0000 0.0000 0.0000 0.0000 683.4572 341.7286 340.8842 422.3473 -69.8801 0.0000 0.0000
50.03 15.07.2018 05.50.01 19.85000 290.6450 0.1481 0.0007 0.0007 0.0000 604.4922 302.2461 343.1772 430.9679 -73.3241 0.0000 0.0000
60.03 15.07.2018 06.00.01 19.85018 291.2135 0.2215 0.0010 0.0010 0.0000 529.6729 264.8365 344.9573 436.6016 -72.9838 0.0000 0.0000
70.03 15.07.2018 06.10.01 19.85064 291.5293 0.2724 0.0013 0.0013 0.0000 483.1631 241.5816 346.3417 440.4100 -71.6608 0.0000 0.0000
80.03 15.07.2018 06.20.01 19.85156 291.8449 0.5954 0.0028 0.0028 0.0000 441.3445 220.6723 347.8234 443.0735 -69.1318 0.0000 0.0000
90.03 15.07.2018 06.30.01 19.85299 292.1497 0.7335 0.0035 0.0035 0.0000 401.5146 200.7573 349.5268 444.5637 -65.6323 0.0000 0.0000
100.03 15.07.2018 06.40.01 19.85482 292.4532 0.8693 0.0041 0.0041 0.0000 370.9146 185.4573 351.4627 445.4002 -60.7974 0.0000 0.0000
110.03 15.07.2018 06.50.01 19.85726 292.7642 1.3144 0.0062 0.0062 0.0000 357.5752 178.7876 353.6786 446.1342 -56.4670 0.0000 0.0000
120.03 15.07.2018 07.00.01 19.86035 293.0728 1.6366 0.0077 0.0077 0.0000 350.0858 175.0429 355.8194 446.9421 -53.0195 0.0000 0.0000
130.03 15.07.2018 07.10.01 19.86401 293.3826 2.1023 0.0099 0.0099 0.0000 344.4644 172.2322 357.9491 447.5883 -51.6849 0.0000 0.0000
140.03 15.07.2018 07.20.01 19.86868 293.6884 2.5706 0.0121 0.0121 0.0000 339.3360 169.6680 360.1145 448.1278 -50.8516 0.0000 0.0000
150.03 15.07.2018 07.30.01 19.87417 293.9828 2.7533 0.0130 0.0130 0.0000 334.1241 167.0621 362.3536 448.5676 -50.2571 0.0000 0.0000
160.03 15.07.2018 07.40.01 19.88021 294.2717 3.2836 0.0155 0.0155 0.0000 330.1669 165.0834 364.4981 448.9894 -49.5838 0.0000 0.0000
170.03 15.07.2018 07.50.01 19.88729 294.5635 3.5740 0.0169 0.0169 0.0000 326.3228 163.1614 366.7010 449.4120 -48.9891 0.0000 0.0000
180.03 15.07.2018 08.00.01 19.89501 294.8534 4.0166 0.0189 0.0189 0.0000 321.8190 160.9095 368.8759 449.8065 -48.4307 0.0000 0.0000
190.03 15.07.2018 08.10.01 19.90371 295.0586 4.5153 0.0213 0.0213 0.0000 317.4457 158.7229 371.1921 450.2052 -47.7532 0.0000 0.0000
200.03 15.07.2018 08.20.01 19.91323 295.3183 4.8969 0.0231 0.0231 0.0000 312.5308 156.2654 373.2888 450.4304 -48.4876 0.0000 0.0000
210.03 15.07.2018 08.30.01 19.92343 295.5033 5.3526 0.0252 0.0252 0.0000 308.1342 154.0671 375.4215 450.5822 -48.8698 0.0000 0.0000
220.03 15.07.2018 08.40.01 19.93466 295.7618 5.8224 0.0275 0.0275 0.0000 303.6384 151.8192 377.5008 451.0259 -46.6396 0.0000 0.0000
230.03 15.07.2018 08.50.01 19.94659 295.8155 6.2782 0.0296 0.0296 0.0000 299.0375 149.5188 379.5996 451.4067 -46.0245 0.0000 0.0000
240.03 15.07.2018 09.00.01 19.95941 295.8702 6.5651 0.0310 0.0310 0.0000 295.1146 147.5573 381.8710 451.9652 -44.3144 0.0000 0.0000
250.03 15.07.2018 09.10.01 19.97305 296.3649 7.0296 0.0332 0.0332 0.0000 289.0771 144.5385 383.7565 452.2815 -44.5199 0.0000 0.0000
260.03 15.07.2018 09.20.01 19.98748 296.7649 7.2507 0.0342 0.0342 0.0000 285.0268 142.5134 385.6117 452.2415 -46.1304 0.0000 0.0000
270.03 15.07.2018 09.30.01 20.00253 296.9275 7.7568 0.0366 0.0366 0.0000 281.1562 140.5781 386.7809 452.1945 -47.0537 0.0000 0.0000
280.03 15.07.2018 09.40.01 20.01843 297.3293 8.1224 0.0383 0.0383 0.0000 278.1454 139.0727 388.8344 453.4129 -37.4282 0.0000 0.0000
290.03 15.07.2018 09.50.01 20.03497 298.0008 8.4719 0.0400 0.0400 0.0000 275.6070 137.8035 391.1192 454.8506 -32.4761 0.0000 0.0000
300.03 15.07.2018 10.00.01 20.05233 298.1592 8.8849 0.0419 0.0419 0.0000 272.8857 136.4428 392.5692 455.6276 -34.5339 0.0000 0.0000
310.03 15.07.2018 10.10.01 20.07040 298.4500 9.1090 0.0430 0.0430 0.0000 267.4286 133.7143 393.7132 456.5627 -32.5076 0.0000 0.0000
320.03 15.07.2018 10.20.01 20.08914 298.5967 9.5333 0.0450 0.0450 0.0000 255.1233 127.5617 395.0926 456.9839 -32.5386 0.0000 0.0000
330.03 15.07.2018 10.30.01 20.10842 298.8297 9.9350 0.0469 0.0469 0.0000 249.2289 124.6144 396.2285 457.1464 -32.7002 0.0000 0.0000
340.03 15.07.2018 10.40.01 20.12856 298.7754 10.2880 0.0485 0.0485 0.0000 206.1699 103.0850 397.3682 456.0998 -32.0557 0.0000 0.0000
350.03 15.07.2018 10.50.01 20.14953 298.9138 10.6565 0.0503 0.0503 0.0000 205.0725 102.5363 398.4042 454.6745 -31.9177 0.0000 0.0000
360.03 15.07.2018 11.00.01 20.17123 299.0320 10.6868 0.0504 0.0504 0.0000 204.0697 102.0349 399.3248 453.8929 -32.3442 0.0000 0.0000
370.03 15.07.2018 11.10.01 20.19323 299.1122 10.8366 0.0511 0.0511 0.0000 212.8682 106.4341 400.4233 453.7577 -30.8528 0.0000 0.0000
380.03 15.07.2018 11.20.01 20.21548 299.1873 11.6141 0.0548 0.0548 0.0000 211.6842 105.8421 401.3737 453.8753 -30.3722 0.0000 0.0000
390.03 15.07.2018 11.30.01 20.23907 299.2636 11.6194 0.0548 0.0548 0.0000 209.9839 104.9919 402.1467 453.9176 -30.0312 0.0000 0.0000
400.03 15.07.2018 11.40.01 20.26290 299.4440 11.7737 0.0555 0.0555 0.0000 208.9642 104.4821 402.7243 454.1457 -28.5153 0.0000 0.0000
410.03 15.07.2018 11.50.01 20.28674 299.5107 12.4883 0.0589 0.0589 0.0000 207.5488 103.7744 403.2767 454.2907 -28.6296 0.0000 0.0000
420.03 15.07.2018 12.00.01 20.31194 299.5760 12.5375 0.0591 0.0591 0.0000 205.6471 102.8236 403.7403 454.2609 -29.7155 0.0000 0.0000
430.03 15.07.2018 12.10.01 20.33752 299.8460 12.5525 0.0592 0.0592 0.0000 205.3880 102.6940 404.5443 454.7568 -26.6603 0.0000 0.0000
440.03 15.07.2018 12.20.01 20.36318 299.7782 12.8413 0.0606 0.0606 0.0000 204.1927 102.0964 404.8852 454.5834 -30.4904 0.0000 0.0000
450.03 15.07.2018 12.30.01 20.38937 299.7573 13.4552 0.0635 0.0635 0.0000 212.2538 106.1269 404.7641 454.3385 -34.3236 0.0000 0.0000
460.03 15.07.2018 12.40.01 20.41638 299.7380 13.4543 0.0635 0.0635 0.0000 211.3611 105.6805 404.6540 454.1636 -36.4765 0.0000 0.0000
470.03 15.07.2018 12.50.01 20.44360 299.7709 13.4652 0.0635 0.0635 0.0000 214.8271 107.4136 405.1534 453.9250 -38.3227 0.0000 0.0000
480.03 15.07.2018 13.00.01 20.47112 299.8187 14.0773 0.0664 0.0664 0.0000 209.7842 104.8921 405.1596 453.5362 -40.1124 0.0000 0.0000
