# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.90402 288.3715 124.7260 0.4331 -0.5257 1.2784 233.4338 117.0447 324.1548 372.3405 -19.3591 0.0270 0.0000
20.02 15.07.2018 05.20.00 19.93521 289.1469 214.5047 0.7448 -0.9402 2.2467 410.0928 205.3177 328.3867 382.5575 -29.5171 0.0745 0.0000
30.03 15.07.2018 05.30.01 20.00607 290.2132 317.7974 1.1035 -1.4476 3.4014 671.8933 336.2106 336.6755 399.7617 -46.9067 0.1852 0.0000
40.03 15.07.2018 05.40.01 20.12338 291.1769 413.2107 1.4348 -2.0856 4.6938 641.4373 320.9998 345.2804 417.3220 -61.3278 0.3411 0.0000
50.03 15.07.2018 05.50.01 20.27599 291.7276 238.1791 0.8270 -2.8137 4.8543 598.3720 299.5674 348.5225 427.8978 -68.1755 0.5237 0.0000
60.03 15.07.2018 06.00.01 20.36810 292.1813 115.2355 0.4001 -3.1740 4.7655 551.8199 276.3496 349.9101 435.2891 -73.1181 0.7144 0.0000
70.03 15.07.2018 06.10.01 20.41702 292.4758 60.2298 0.2091 -3.2925 4.6689 530.9208 265.9486 351.0255 440.9381 -76.7395 0.9015 0.0000
80.03 15.07.2018 06.20.01 20.44674 292.8099 59.7649 0.2075 -3.3085 4.6881 511.3380 256.2145 352.4139 445.6098 -79.9219 1.0874 0.0000
90.03 15.07.2018 06.30.01 20.59054 293.1951 5992.6357 20.8078 -3.8642 32.8960 557.7351 262.0382 354.3628 449.6620 -83.1392 1.2819 0.0000
100.03 15.07.2018 06.40.01 22.76956 293.5884 2654.5530 9.2172 -14.7274 31.9261 543.7219 255.6892 356.8907 453.5677 -85.2746 1.5059 0.0000
110.03 15.07.2018 06.50.01 23.76843 293.7998 1172.7900 4.0722 -19.1118 30.9120 529.5721 249.3078 358.0889 456.2143 -88.0794 1.6988 0.0000
120.03 15.07.2018 07.00.01 24.23647 294.0213 490.5918 1.7034 -20.6883 29.8556 515.1756 242.8233 359.2765 458.0483 -90.5469 1.8898 0.0000
