# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.87539 288.3246 52.0318 0.2032 -0.2416 0.5931 233.6529 117.7074 323.9093 372.0788 -18.4353 0.0258 0.0000
20.02 15.07.2018 05.20.00 19.89022 289.0852 90.5394 0.3537 -0.4346 1.0510 411.0631 206.8546 328.3378 382.7967 -28.8685 0.0718 0.0000
30.03 15.07.2018 05.30.01 19.92434 289.9401 134.0877 0.5238 -0.6692 1.5906 660.6862 332.2376 336.4048 400.1547 -46.9939 0.1769 0.0000
40.03 15.07.2018 05.40.01 19.98022 290.8766 172.6246 0.6743 -0.9696 2.1919 631.8720 318.4887 344.9116 417.8336 -61.0204 0.3199 0.0000
50.03 15.07.2018 05.50.01 20.05215 291.5570 97.9998 0.3828 -1.3104 2.2577 589.5733 297.4935 348.3574 428.3323 -67.4131 0.4929 0.0000
60.03 15.07.2018 06.00.01 20.09478 292.0578 46.3800 0.1812 -1.4776 2.2116 543.7923 274.6017 349.7379 435.5821 -72.1779 0.6714 0.0000
70.03 15.07.2018 06.10.01 20.11675 292.3458 22.8273 0.0892 -1.5330 2.1629 523.1551 264.2706 350.7955 441.0022 -76.1648 0.8461 0.0000
80.03 15.07.2018 06.20.01 20.12939 292.6141 21.9959 0.0859 -1.5395 2.1673 503.8965 254.6932 352.1227 445.4200 -79.8884 1.0197 0.0000
90.03 15.07.2018 06.30.01 20.20583 292.9630 2990.8848 11.6831 -1.8410 18.0322 537.1866 261.5654 354.1322 449.3196 -83.2775 1.2029 0.0000
100.03 15.07.2018 06.40.01 21.43640 293.3676 1341.8510 5.2416 -7.8688 17.4805 523.9138 255.3251 356.7728 453.1807 -85.2370 1.4157 0.0000
110.03 15.07.2018 06.50.01 22.00659 293.5338 598.0248 2.3360 -10.3414 16.9032 510.4940 249.0302 357.9338 455.7316 -87.9987 1.6035 0.0000
