# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.85000 288.6779 0.0000 0.0000 0.0000 0.0000 30.9735 15.4867 324.4729 369.8381 -12.0009 0.0000 0.0000
20.02 15.07.2018 05.20.00 19.85000 289.3351 0.0000 0.0000 0.0000 0.0000 39.0483 19.5242 327.2737 368.4748 -7.2312 0.0000 0.0000
30.03 15.07.2018 05.30.01 19.85000 289.8445 0.0000 0.0000 0.0000 0.0000 50.6427 25.3214 331.2554 367.9592 -3.9442 0.0000 0.0000
40.03 15.07.2018 05.40.01 19.85000 290.3630 0.0000 0.0000 0.0000 0.0000 336.3839 168.1919 336.2536 374.7834 -10.4217 0.0000 0.0000
50.03 15.07.2018 05.50.01 19.85000 290.7919 0.0000 0.0000 0.0000 0.0000 387.5798 193.7899 339.4276 385.3393 -21.9909 0.0000 0.0000
60.03 15.07.2018 06.00.01 19.85000 291.2538 0.0000 0.0000 0.0000 0.0000 360.7287 180.3644 341.6489 392.3718 -28.9270 0.0000 0.0000
70.03 15.07.2018 06.10.01 19.85000 291.5468 0.0000 0.0000 0.0000 0.0000 351.2911 175.6456 343.3311 397.6342 -34.5679 0.0000 0.0000
80.03 15.07.2018 06.20.01 19.85000 291.8447 0.1241 0.0004 0.0004 0.0000 341.8889 170.9445 345.1263 402.1143 -39.4976 0.0000 0.0000
90.03 15.07.2018 06.30.01 19.85000 292.1503 -0.2359 -0.0007 -0.0007 0.0000 330.5694 165.2847 346.7447 405.6788 -43.4940 0.0000 0.0000
100.03 15.07.2018 06.40.01 19.85000 292.4436 -0.6053 -0.0019 -0.0019 0.0000 323.0963 161.5481 348.3248 408.5933 -46.2773 0.0000 0.0000
110.03 15.07.2018 06.50.01 19.85000 292.7559 -0.6523 -0.0020 -0.0020 0.0000 325.5523 162.7762 349.9147 411.2256 -48.7180 0.0000 0.0000
120.03 15.07.2018 07.00.01 19.85000 293.0547 -0.2453 -0.0008 -0.0008 0.0000 331.1484 165.5742 351.4483 413.7334 -51.1966 0.0000 0.0000
130.03 15.07.2018 07.10.01 19.85000 293.4008 0.6354 0.0020 0.0020 0.0000 338.8547 169.4273 353.1172 416.4067 -51.8603 0.0000 0.0000
140.03 15.07.2018 07.20.01 19.85076 293.7551 0.7482 0.0023 0.0023 0.0000 345.8579 172.9290 354.8826 419.0810 -53.0571 0.0000 0.0000
150.03 15.07.2018 07.30.01 19.85168 294.1162 1.1552 0.0036 0.0036 0.0000 352.4344 176.2172 356.7008 421.6997 -54.6270 0.0000 0.0000
160.03 15.07.2018 07.40.01 19.85266 294.4789 2.1250 0.0066 0.0066 0.0000 359.9950 179.9975 358.5224 424.3437 -56.1406 0.0000 0.0000
170.03 15.07.2018 07.50.01 19.85449 294.8373 2.5910 0.0081 0.0081 0.0000 367.3535 183.6767 360.3975 427.0061 -57.8427 0.0000 0.0000
180.03 15.07.2018 08.00.01 19.85662 295.1976 3.6989 0.0116 0.0116 0.0000 374.1766 187.0883 362.2819 429.6689 -59.5652 0.0000 0.0000
190.03 15.07.2018 08.10.01 19.85937 295.6120 4.6901 0.0147 0.0147 0.0000 379.9984 189.9992 364.2161 432.7992 -57.2412 0.0000 0.0000
200.03 15.07.2018 08.20.01 19.86291 296.0102 5.1076 0.0160 0.0160 0.0000 385.1726 192.5863 365.9919 436.0667 -55.5776 0.0000 0.0000
210.03 15.07.2018 08.30.01 19.86660 296.3538 6.2935 0.0197 0.0197 0.0000 390.2025 195.1013 367.5713 439.2511 -55.2358 0.0000 0.0000
220.03 15.07.2018 08.40.01 19.87118 296.8449 6.8947 0.0215 0.0215 0.0000 395.6556 197.8278 369.1308 443.1384 -49.7404 0.0000 0.0000
230.03 15.07.2018 08.50.01 19.87618 296.9525 7.9081 0.0247 0.0247 0.0000 400.8094 200.4047 370.6829 447.0019 -47.5308 0.0000 0.0000
240.03 15.07.2018 09.00.01 19.88180 296.9226 9.1278 0.0285 0.0285 0.0000 405.4289 202.7144 372.1530 450.5927 -48.3369 0.0000 0.0000
250.03 15.07.2018 09.10.01 19.88824 297.6611 10.2499 0.0320 0.0320 0.0000 409.3509 204.6755 373.9559 454.4830 -46.6702 0.0000 0.0000
260.03 15.07.2018 09.20.01 19.89547 297.8073 11.1757 0.0349 0.0349 0.0000 413.1864 206.5932 375.9995 456.4945 -60.2191 0.0000 0.0000
270.03 15.07.2018 09.30.01 19.90334 297.4936 12.4884 0.0390 0.0390 0.0000 415.8230 207.9115 377.4826 456.9985 -77.7270 0.0000 0.0000
280.03 15.07.2018 09.40.01 19.91210 297.6917 13.6795 0.0427 0.0427 0.0000 420.1976 210.0988 379.1045 459.5392 -69.8115 0.0000 0.0000
290.03 15.07.2018 09.50.01 19.92162 297.8170 14.9817 0.0468 0.0468 0.0000 426.5673 213.2837 381.0227 462.3436 -66.2695 0.0000 0.0000
300.03 15.07.2018 10.00.01 19.93206 297.7823 16.2926 0.0509 0.0509 0.0000 430.0912 215.0456 382.1180 464.4645 -70.9943 0.0000 0.0000
310.03 15.07.2018 10.10.01 19.94332 298.0270 17.6890 0.0553 0.0553 0.0000 434.4150 217.2075 383.2961 466.6776 -71.6270 0.0000 0.0000
320.03 15.07.2018 10.20.01 19.95553 298.2726 19.0844 0.0596 0.0596 0.0000 436.5663 218.2831 384.4151 468.8019 -72.8965 0.0000 0.0000
330.03 15.07.2018 10.30.01 19.96865 298.5128 20.4740 0.0640 0.0640 0.0000 436.7144 218.3572 385.2285 470.6755 -74.6896 0.0000 0.0000
340.03 15.07.2018 10.40.01 19.98275 298.7202 21.8429 0.0683 0.0683 0.0000 441.6039 220.8019 386.6087 472.4803 -76.7764 0.0000 0.0000
350.03 15.07.2018 10.50.01 19.99758 298.9378 23.6745 0.0740 0.0740 0.0000 442.7584 221.3792 387.6599 474.1231 -79.7476 0.0000 0.0000
360.03 15.07.2018 11.00.01 20.01406 299.1432 24.0287 0.0751 0.0751 0.0000 443.4141 221.7070 388.7042 475.4196 -83.1692 0.0000 0.0000
370.03 15.07.2018 11.10.01 20.03057 299.2618 26.2285 0.0820 0.0820 0.0000 444.5012 222.2506 390.0778 477.0890 -81.7265 0.0000 0.0000
380.03 15.07.2018 11.20.01 20.04879 299.3635 27.2769 0.0852 0.0852 0.0000 442.0220 221.0110 391.0919 478.7062 -80.7529 0.0000 0.0000
390.03 15.07.2018 11.30.01 20.06725 299.4758 29.2207 0.0913 0.0913 0.0000 439.5420 219.7710 392.0584 480.1625 -80.1564 0.0000 0.0000
400.03 15.07.2018 11.40.01 20.08740 299.6093 30.1721 0.0943 0.0943 0.0000 438.9982 219.4991 393.2143 481.6179 -79.4574 0.0000 0.0000
410.03 15.07.2018 11.50.01 20.10800 299.7185 32.0074 0.1000 0.1000 0.0000 436.9976 218.4988 394.2001 482.9291 -79.7780 0.0000 0.0000
420.03 15.07.2018 12.00.01 20.13000 299.8506 32.8466 0.1026 0.1026 0.0000 432.3995 216.1997 394.9105 483.9279 -80.6867 0.0000 0.0000
430.03 15.07.2018 12.10.01 20.15246 299.9712 34.8765 0.1090 0.1090 0.0000 430.9700 215.4850 396.2224 484.6959 -82.4342 0.0000 0.0000
440.03 15.07.2018 12.20.01 20.17629 300.0595 35.9482 0.1123 0.1123 0.0000 431.2031 215.6016 397.0318 484.8436 -88.5173 0.0000 0.0000
450.03 15.07.2018 12.30.01 20.20071 300.1264 37.6785 0.1177 0.1177 0.0000 435.1204 217.5602 397.5083 484.3805 -96.9173 0.0000 0.0000
460.03 15.07.2018 12.40.01 20.22637 300.2108 38.9696 0.1218 0.1218 0.0000 439.0199 219.5100 398.0591 484.0760 -101.1013 0.0000 0.0000
470.03 15.07.2018 12.50.01 20.25274 300.3419 40.4113 0.1263 0.1263 0.0000 439.1157 219.5578 398.0978 483.5086 -105.5182 0.0000 0.0000
480.03 15.07.2018 13.00.01 20.28024 300.4954 41.6982 0.1303 0.1303 0.0000 441.5269 220.7634 398.4636 482.7529 -109.7166 0.0000 0.0000
490.03 15.07.2018 13.10.01 20.30840 300.5729 43.1459 0.1348 0.1348 0.0000 440.9458 220.4729 398.5921 482.5574 -107.9065 0.0000 0.0000
500.03 15.07.2018 13.20.01 20.33776 300.6428 44.0774 0.1377 0.1377 0.0000 438.1652 219.0826 398.4861 482.3662 -106.5494 0.0000 0.0000
510.03 15.07.2018 13.30.01 20.36736 300.7021 45.9477 0.1436 0.1436 0.0000 431.9597 215.9799 397.8373 482.0385 -105.3472 0.0000 0.0000
