# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.91625 288.2873 130.9455 0.5743 -0.6348 1.6122 246.3025 123.8595 322.4652 371.2461 -16.9744 0.0000 0.0000
20.02 15.07.2018 05.20.00 19.95825 288.9742 225.0986 0.9873 -1.1537 2.8546 432.6242 217.2027 326.8943 383.1099 -28.9483 0.0000 0.0000
30.03 15.07.2018 05.30.01 20.05087 289.7577 334.9329 1.4690 -1.7849 4.3385 730.5391 377.3241 332.7389 418.9928 -60.4559 0.0000 0.0000
40.03 15.07.2018 05.40.01 20.20391 290.7169 452.4224 1.9843 -2.5781 6.0833 698.1637 360.7238 340.3964 436.4944 -73.3378 0.0000 0.0000
50.03 15.07.2018 05.50.01 20.41073 291.3703 269.7675 1.1832 -3.5063 6.2526 651.0933 336.5582 343.5230 445.4924 -81.4084 0.0000 0.0000
60.03 15.07.2018 06.00.01 20.54052 291.7373 140.9545 0.6182 -3.9675 6.1143 600.2109 310.3381 345.2733 450.3826 -87.1594 0.0000 0.0000
70.03 15.07.2018 06.10.01 20.61428 291.9003 77.4086 0.3395 -4.1264 5.9545 577.1500 298.4654 346.4506 454.2150 -91.7688 0.0000 0.0000
80.03 15.07.2018 06.20.01 20.66067 292.0903 74.2638 0.3257 -4.1441 5.9598 555.6456 287.3973 347.9173 457.1486 -95.5945 0.0000 0.0000
90.03 15.07.2018 06.30.01 20.84274 292.2985 6019.9951 26.4035 -4.7863 41.5864 607.0023 293.1697 349.1896 462.6418 -102.1225 0.0000 0.0000
100.03 15.07.2018 06.40.01 23.54052 292.5508 2855.6106 12.5246 -17.7427 40.3564 591.7190 286.0203 350.5850 464.3887 -103.5608 0.0000 0.0000
110.03 15.07.2018 06.50.01 24.87020 292.7905 1382.9855 6.0657 -23.2271 39.0572 576.0862 278.7149 351.8763 465.4324 -105.0330 0.0000 0.0000
120.03 15.07.2018 07.00.01 25.55352 293.0389 672.2500 2.9485 -25.3383 37.7157 560.3289 271.3645 353.1530 465.8564 -106.4037 0.0000 0.0000
130.03 15.07.2018 07.10.01 25.92114 293.3737 375.9355 1.6488 -25.8916 36.7206 549.8771 266.5261 354.6410 466.8494 -105.1121 0.0000 0.0000
140.03 15.07.2018 07.20.01 26.15304 293.7375 223.7202 0.9812 -25.8358 35.7560 539.9639 261.9857 356.3523 467.8791 -103.4614 0.0000 0.0000
150.03 15.07.2018 07.30.01 26.31280 294.1074 126.7839 0.5561 -25.4930 34.7320 588.2695 292.4217 358.0529 477.2724 -111.4932 0.0000 0.0000
160.03 15.07.2018 07.40.01 26.42663 294.5411 113.1003 0.4961 -24.9864 33.9767 579.8661 288.4070 360.1087 479.0498 -109.1378 0.0000 0.0000
170.03 15.07.2018 07.50.01 26.53073 294.9503 77.7002 0.3408 -24.4868 33.1035 570.5910 283.9628 361.9492 480.4910 -106.6541 0.0000 0.0000
180.03 15.07.2018 08.00.01 26.61624 295.3283 37.4837 0.1644 -23.9393 32.1382 565.0647 281.8378 363.6799 482.2705 -104.7849 0.0000 0.0000
190.03 15.07.2018 08.10.01 26.68148 295.7161 9.0475 0.0397 -23.3293 31.1587 555.0731 277.0870 365.7222 485.0853 -94.8409 0.0000 0.0000
200.03 15.07.2018 08.20.01 26.82226 296.0858 3894.6738 17.0819 -23.0958 53.5703 592.8662 283.3598 367.5479 490.5025 -88.6452 0.0000 0.0000
210.03 15.07.2018 08.30.01 28.60348 296.5247 1751.4655 7.6819 -30.9256 51.4766 580.4913 278.0182 369.0058 491.9154 -86.8511 0.0000 0.0000
220.03 15.07.2018 08.40.01 29.45593 296.6467 770.8641 3.3810 -33.7352 49.4882 569.5415 273.2962 370.2988 492.5773 -83.4414 0.0000 0.0000
230.03 15.07.2018 08.50.01 29.91439 296.7173 1991.7871 8.7359 -34.5161 57.6694 600.6521 286.1365 371.6838 496.7235 -90.4740 0.0000 0.0000
240.03 15.07.2018 09.00.01 30.87542 296.9121 821.4967 3.6031 -37.7922 55.1936 588.3168 280.9460 373.3086 496.1406 -97.1709 0.0000 0.0000
250.03 15.07.2018 09.10.01 31.32061 297.4281 187.6184 0.8229 -38.3971 52.2933 573.1866 274.5471 375.1939 500.4920 -78.6882 0.0000 0.0000
260.03 15.07.2018 09.20.01 31.48184 298.1992 -115.2455 -0.5055 -37.6283 49.4971 572.6125 276.8038 377.0106 503.2639 -85.5489 0.0000 0.0000
270.03 15.07.2018 09.30.01 31.50268 297.6717 -282.2389 -1.2379 -36.2666 46.7049 569.1823 277.3402 378.2894 501.2313 -105.6612 0.0000 0.0000
280.03 15.07.2018 09.40.01 31.44180 297.7219 -341.2440 -1.4967 -34.6478 44.2015 561.6483 275.0367 379.6437 500.9784 -99.6327 0.0000 0.0000
290.03 15.07.2018 09.50.01 31.34792 297.8481 -366.1755 -1.6060 -32.9883 41.8430 550.0944 270.2139 381.2985 497.7998 -114.1576 0.0000 0.0000
300.03 15.07.2018 10.00.01 31.23617 297.6536 -423.1589 -1.8560 -31.3493 39.3245 536.4506 264.2579 382.3445 492.8781 -129.6306 0.0000 0.0000
310.03 15.07.2018 10.10.01 31.09521 297.9488 -391.9671 -1.7192 -29.6603 37.2548 525.8177 259.6059 383.3344 491.6090 -122.0583 0.0000 0.0000
320.03 15.07.2018 10.20.01 30.96371 298.2893 -411.1123 -1.8031 -28.0826 35.0393 513.4565 254.0269 384.2413 490.4741 -116.6278 0.0000 0.0000
330.03 15.07.2018 10.30.01 30.82003 298.5416 -466.1281 -2.0444 -26.4983 32.6052 498.9381 247.3226 384.5902 488.8871 -112.8970 0.0000 0.0000
340.03 15.07.2018 10.40.01 30.64971 298.7938 -447.8300 -1.9642 -24.8413 30.5029 489.1466 243.1299 385.5118 488.0268 -110.2218 0.0000 0.0000
350.03 15.07.2018 10.50.01 30.48950 299.0089 -487.1427 -2.1366 -23.2868 28.2003 476.9761 237.6605 386.2174 486.8977 -107.7730 0.0000 0.0000
360.03 15.07.2018 11.00.01 30.30856 299.1905 -524.2795 -2.2995 -21.6821 25.8435 464.4363 232.0105 386.8783 485.5906 -106.3183 0.0000 0.0000
370.03 15.07.2018 11.10.01 30.10842 299.2934 -543.4810 -2.3837 -20.0341 23.5339 460.3623 231.5866 387.8509 485.9551 -105.1270 0.0000 0.0000
380.03 15.07.2018 11.20.01 29.89651 299.4000 -581.6685 -2.5512 -18.3802 21.1054 445.8382 224.9813 388.6914 484.7706 -102.8065 0.0000 0.0000
390.03 15.07.2018 11.30.01 29.66470 299.5001 -615.0385 -2.6975 -16.6790 18.6420 430.6797 218.0229 389.3280 483.3634 -100.5458 0.0000 0.0000
400.03 15.07.2018 11.40.01 29.41546 299.5817 -606.6895 -2.6609 -14.9454 16.3793 418.6484 212.7049 390.1885 482.2705 -98.4136 0.0000 0.0000
410.03 15.07.2018 11.50.01 29.16674 299.6998 -630.4161 -2.7650 -13.2658 14.0011 404.8288 206.4018 390.8182 480.9806 -95.8381 0.0000 0.0000
420.03 15.07.2018 12.00.01 28.90472 299.8202 -662.9077 -2.9075 -11.5686 11.5481 389.6988 199.3685 391.2207 479.4170 -93.0806 0.0000 0.0000
430.03 15.07.2018 12.10.01 28.62606 299.9773 -626.5938 -2.7482 -9.8391 9.4545 377.8036 194.1266 392.1667 479.7442 -83.2544 0.0000 0.0000
440.03 15.07.2018 12.20.01 28.36270 300.0410 -448.3221 -1.9663 -8.2327 8.3552 374.4995 193.2871 392.6954 479.8774 -83.2799 0.0000 0.0000
450.03 15.07.2018 12.30.01 28.17831 300.0448 -187.1169 -0.8207 -7.0538 8.3108 388.5989 202.0927 392.9357 481.4093 -90.8929 0.0000 0.0000
460.03 15.07.2018 12.40.01 28.10900 300.0908 -60.7381 -0.2664 -6.4563 8.2532 394.9128 206.1580 393.2417 482.1623 -94.9523 0.0000 0.0000
470.03 15.07.2018 12.50.01 28.09673 300.1364 0.3431 0.0015 -6.1268 8.1711 400.4169 209.7547 393.3194 482.6511 -99.2276 0.0000 0.0000
480.03 15.07.2018 13.00.01 28.11309 300.2741 58.5827 0.2569 -5.9173 8.2323 427.8154 226.3795 393.6849 486.8713 -105.1093 0.0000 0.0000
490.03 15.07.2018 13.10.01 28.15658 300.3249 76.4193 0.3352 -5.8172 8.2032 429.9145 228.0851 393.7478 488.2610 -102.7179 0.0000 0.0000
