# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.87368 288.3871 48.5653 0.1760 -0.2235 0.5326 494.9551 277.3972 325.0122 413.1626 -59.2617 0.0230 0.0000
20.02 15.07.2018 05.20.00 19.88738 289.2384 92.0556 0.3335 -0.4002 0.9783 887.8413 498.0104 329.8953 465.5668 -105.1168 0.0652 0.0000
30.03 15.07.2018 05.30.01 19.92318 290.1581 136.6456 0.4951 -0.6324 1.5033 1283.5953 720.2214 336.3742 529.4069 -159.8633 0.1466 0.0000
40.03 15.07.2018 05.40.01 19.98266 291.2329 182.5953 0.6616 -0.9275 2.1188 1207.7632 677.2281 345.1263 541.4196 -171.7074 0.2122 0.0000
50.03 15.07.2018 05.50.01 20.06289 291.9424 100.4200 0.3638 -1.2601 2.1653 1114.9899 624.9500 348.6431 544.0308 -175.4748 0.3038 0.0000
60.03 15.07.2018 06.00.01 20.11263 292.4103 57.1930 0.2072 -1.3749 2.1094 1018.1924 570.4192 349.9313 541.7449 -175.6316 0.4127 0.0000
70.03 15.07.2018 06.10.01 20.14825 292.6694 49.2505 0.1784 -1.3567 2.0469 973.6984 545.3306 350.8299 543.0111 -177.2845 0.5327 0.0000
80.03 15.07.2018 06.20.01 20.18508 292.9715 70.1981 0.2543 -1.2771 2.0420 928.5707 519.7713 352.0791 542.7337 -177.4372 0.6576 0.0000
90.03 15.07.2018 06.30.01 20.23541 293.2483 91.3642 0.3310 -1.1900 2.0280 882.7853 493.8317 353.1816 540.8753 -176.4536 0.7891 0.0000
100.03 15.07.2018 06.40.01 20.29980 293.5480 120.4549 0.4364 -1.0934 2.0397 853.0818 476.8891 354.4317 540.1124 -174.7220 0.9270 0.0000
110.03 15.07.2018 06.50.01 20.38146 293.8472 145.7610 0.5281 -1.0040 2.0428 827.7602 462.5888 355.5314 539.3049 -173.5126 1.0762 0.0000
120.03 15.07.2018 07.00.01 20.47860 294.1484 171.8867 0.6228 -0.9176 2.0539 803.8783 449.1398 356.6327 538.0629 -172.3005 1.2385 0.0000
130.03 15.07.2018 07.10.01 20.59100 294.4501 194.3962 0.7043 -0.8403 2.0595 788.0806 440.2123 358.0974 538.0624 -168.1221 1.4063 0.0000
140.03 15.07.2018 07.20.01 20.71682 294.7511 219.8044 0.7964 -0.7706 2.0894 772.2961 431.2549 359.8072 537.8331 -164.4786 1.5726 0.0000
150.03 15.07.2018 07.30.01 20.85659 295.0503 238.3700 0.8637 -0.7192 2.1105 755.5625 421.7415 361.5133 537.2512 -160.9840 1.7383 0.0000
