# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.90258 288.4744 135.7147 0.4990 -0.5184 1.3564 272.4663 137.0726 321.3835 371.9647 -18.5259 0.0000 0.0000
20.02 15.07.2018 05.20.00 19.93664 289.1675 225.7108 0.8298 -0.9494 2.3723 476.5594 239.2035 325.0482 384.4848 -31.7625 0.0000 0.0000
30.03 15.07.2018 05.30.01 20.00845 289.9517 335.7911 1.2345 -1.4535 3.5840 804.9083 415.7461 329.8875 423.5115 -66.7732 0.0000 0.0000
40.03 15.07.2018 05.40.01 20.12695 290.8927 457.2595 1.6811 -2.0749 5.0079 763.3814 394.4015 336.1684 441.6391 -80.6612 0.0000 0.0000
50.03 15.07.2018 05.50.01 20.28842 291.5779 287.5773 1.0573 -2.8019 5.1456 710.8895 367.4990 339.2316 451.3668 -89.1689 0.0000 0.0000
60.03 15.07.2018 06.00.01 20.39462 291.9901 160.6581 0.5907 -3.1845 5.0335 654.7923 338.6208 341.0986 456.7067 -95.4166 0.0000 0.0000
70.03 15.07.2018 06.10.01 20.45812 292.1900 93.8985 0.3452 -3.3329 4.9042 629.8154 325.7886 342.4247 460.9510 -100.4371 0.0000 0.0000
80.03 15.07.2018 06.20.01 20.49938 292.3943 86.5250 0.3181 -3.3638 4.9092 606.0998 313.6078 343.9782 464.1246 -104.7242 0.0000 0.0000
90.03 15.07.2018 06.30.01 20.64117 292.6031 6046.5703 22.2300 -3.8506 34.7741 663.8515 327.7779 345.3541 472.2671 -114.1799 0.0000 0.0000
100.03 15.07.2018 06.40.01 22.74148 292.8564 3103.0942 11.4084 -13.8990 33.7432 646.8574 319.5790 346.8031 474.1070 -116.0806 0.0000 0.0000
110.03 15.07.2018 06.50.01 23.85430 293.0897 1620.0360 5.9560 -18.5349 32.6546 629.5758 311.2524 348.1848 475.1242 -117.9252 0.0000 0.0000
120.03 15.07.2018 07.00.01 24.46276 293.3312 849.3815 3.1227 -20.5250 31.5303 612.0541 302.8065 349.5431 475.4117 -119.4769 0.0000 0.0000
130.03 15.07.2018 07.10.01 24.80673 293.6651 497.9904 1.8308 -21.1916 30.6966 600.4617 297.2411 351.0823 476.4096 -117.8496 0.0000 0.0000
140.03 15.07.2018 07.20.01 25.02764 294.0265 307.6855 1.1312 -21.2841 29.8870 589.2658 291.8937 352.8039 477.4072 -115.7493 0.0000 0.0000
150.03 15.07.2018 07.30.01 25.18020 294.3932 187.2851 0.6885 -21.0826 29.0283 643.2043 325.6641 354.5235 487.8741 -124.1319 0.0000 0.0000
