# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.85000 288.6374 0.0000 0.0000 0.0000 0.0000 466.1189 233.0594 325.7657 381.5611 -35.1747 0.0000 0.0000
20.02 15.07.2018 05.20.00 19.85000 289.2307 0.0000 0.0000 0.0000 0.0000 827.9116 413.9558 328.6723 401.1384 -58.3134 0.0000 0.0000
30.03 15.07.2018 05.30.01 19.85000 289.8730 0.0000 0.0000 0.0000 0.0000 1189.7107 594.8554 333.4549 430.2064 -90.1846 0.0000 0.0000
40.03 15.07.2018 05.40.01 19.85000 290.5323 0.0000 0.0000 0.0000 0.0000 1114.7786 557.3893 339.6945 456.3795 -110.7917 0.0000 0.0000
50.03 15.07.2018 05.50.01 19.85000 291.1102 0.6363 0.0016 0.0016 0.0000 1045.9623 522.9812 342.9440 473.9225 -120.4950 0.0000 0.0000
60.03 15.07.2018 06.00.01 19.85034 291.6625 1.0883 0.0027 0.0027 0.0000 953.7927 476.8964 345.0633 486.8871 -126.0191 0.0000 0.0000
70.03 15.07.2018 06.10.01 19.85125 291.9759 1.5676 0.0038 0.0038 0.0000 908.9739 454.4870 346.6160 496.5466 -131.1907 0.0000 0.0000
80.03 15.07.2018 06.20.01 19.85229 292.2874 3.2702 0.0080 0.0080 0.0000 865.4966 432.7483 348.3146 504.0962 -135.4041 0.0000 0.0000
90.03 15.07.2018 06.30.01 19.85412 292.5916 4.9067 0.0120 0.0120 0.0000 821.2888 410.6444 349.8083 509.1636 -138.9777 0.0000 0.0000
100.03 15.07.2018 06.40.01 19.85674 292.8978 6.7595 0.0166 0.0166 0.0000 791.8085 395.9042 351.3713 512.5984 -141.1821 0.0000 0.0000
110.03 15.07.2018 06.50.01 19.86022 293.2025 9.3515 0.0229 0.0229 0.0000 774.0970 387.0485 352.8654 514.8177 -144.9376 0.0000 0.0000
120.03 15.07.2018 07.00.01 19.86505 293.5071 12.1046 0.0297 0.0297 0.0000 759.9842 379.9921 354.3131 515.9055 -149.9314 0.0000 0.0000
130.03 15.07.2018 07.10.01 19.87106 293.8384 15.1951 0.0372 0.0372 0.0000 753.0314 376.5157 355.9287 517.4877 -145.8498 0.0000 0.0000
140.03 15.07.2018 07.20.01 19.87850 294.1714 18.4119 0.0451 0.0451 0.0000 745.4100 372.7050 357.7337 518.9745 -143.1377 0.0000 0.0000
150.03 15.07.2018 07.30.01 19.88732 294.4929 21.8140 0.0535 0.0535 0.0000 736.7218 368.3609 359.5290 520.1559 -141.6557 0.0000 0.0000
160.03 15.07.2018 07.40.01 19.89770 294.8108 25.1498 0.0616 0.0616 0.0000 731.4886 365.7443 361.4801 521.1514 -140.9232 0.0000 0.0000
170.03 15.07.2018 07.50.01 19.90954 295.1431 28.6304 0.0702 0.0702 0.0000 725.0742 362.5371 363.3233 521.9482 -141.0277 0.0000 0.0000
180.03 15.07.2018 08.00.01 19.92294 295.4597 32.3737 0.0793 0.0793 0.0000 717.0989 358.5494 365.1746 522.3793 -142.0770 0.0000 0.0000
190.03 15.07.2018 08.10.01 19.93804 295.7537 35.9665 0.0882 0.0882 0.0000 707.9037 353.9518 367.1277 521.9886 -147.3753 0.0000 0.0000
200.03 15.07.2018 08.20.01 19.95471 296.0245 39.5826 0.0970 0.0970 0.0000 697.6104 348.8052 368.8280 520.2342 -157.9299 0.0000 0.0000
210.03 15.07.2018 08.30.01 19.97299 296.3029 43.3163 0.1062 0.1062 0.0000 686.8893 343.4447 370.3434 517.3746 -169.8766 0.0000 0.0000
220.03 15.07.2018 08.40.01 19.99285 296.6308 47.1076 0.1155 0.1155 0.0000 677.9092 338.9546 371.7977 516.3812 -160.7467 0.0000 0.0000
230.03 15.07.2018 08.50.01 20.01437 297.0228 50.6963 0.1243 0.1243 0.0000 668.5951 334.2976 373.2690 515.8976 -152.9021 0.0000 0.0000
240.03 15.07.2018 09.00.01 20.03753 297.4895 54.1339 0.1327 0.1327 0.0000 658.2319 329.1160 374.7789 515.6469 -146.8202 0.0000 0.0000
250.03 15.07.2018 09.10.01 20.06213 297.3457 57.7135 0.1415 0.1415 0.0000 644.7875 322.3938 376.5964 517.0509 -129.7979 0.0000 0.0000
260.03 15.07.2018 09.20.01 20.08831 297.3761 61.0515 0.1496 0.1496 0.0000 631.3021 315.6510 378.5284 518.0973 -122.5239 0.0000 0.0000
270.03 15.07.2018 09.30.01 20.11596 297.4444 64.3153 0.1576 0.1576 0.0000 617.1107 308.5554 379.9299 517.7772 -126.9701 0.0000 0.0000
280.03 15.07.2018 09.40.01 20.14495 297.8085 67.6748 0.1659 0.1659 0.0000 606.0759 303.0380 381.6098 519.4344 -110.6976 0.0000 0.0000
290.03 15.07.2018 09.50.01 20.17547 298.2910 70.6503 0.1732 0.1732 0.0000 597.0442 298.5221 383.5510 517.8613 -128.6728 0.0000 0.0000
300.03 15.07.2018 10.00.01 20.20727 298.3115 73.8155 0.1809 0.1809 0.0000 585.3386 292.6693 384.8937 513.8063 -153.8744 0.0000 0.0000
310.03 15.07.2018 10.10.01 20.24044 298.5235 76.6573 0.1879 0.1879 0.0000 577.5670 288.7835 386.1061 512.4439 -143.7600 0.0000 0.0000
320.03 15.07.2018 10.20.01 20.27487 298.7376 79.4687 0.1948 0.1948 0.0000 567.5379 283.7689 387.1859 511.4440 -136.8892 0.0000 0.0000
330.03 15.07.2018 10.30.01 20.31045 298.9244 82.3163 0.2018 0.2018 0.0000 555.2768 277.6384 387.8742 510.4516 -131.9267 0.0000 0.0000
340.03 15.07.2018 10.40.01 20.34731 299.1252 84.8312 0.2079 0.2079 0.0000 547.9302 273.9651 389.1261 509.8301 -126.2526 0.0000 0.0000
350.03 15.07.2018 10.50.01 20.38549 299.3026 86.8152 0.2128 0.2128 0.0000 536.8263 268.4131 390.0732 509.2272 -122.6759 0.0000 0.0000
360.03 15.07.2018 11.00.01 20.42419 299.4911 89.8076 0.2201 0.2201 0.0000 525.0478 262.5239 390.9948 508.3888 -120.6444 0.0000 0.0000
370.03 15.07.2018 11.10.01 20.46453 299.6061 91.3932 0.2240 0.2240 0.0000 512.8741 256.4370 392.2442 506.9878 -122.5193 0.0000 0.0000
380.03 15.07.2018 11.20.01 20.50533 299.7155 94.0319 0.2305 0.2305 0.0000 497.4718 248.7359 393.1677 505.3285 -123.0347 0.0000 0.0000
390.03 15.07.2018 11.30.01 20.54751 299.8158 95.6037 0.2343 0.2343 0.0000 482.1930 241.0965 394.0206 503.4192 -122.6392 0.0000 0.0000
400.03 15.07.2018 11.40.01 20.59002 299.9005 98.1396 0.2405 0.2405 0.0000 469.2134 234.6067 395.0708 501.4619 -121.3929 0.0000 0.0000
410.03 15.07.2018 11.50.01 20.63403 299.9902 99.0736 0.2428 0.2428 0.0000 454.9723 227.4861 395.9434 499.4223 -120.0590 0.0000 0.0000
420.03 15.07.2018 12.00.01 20.67803 300.0806 101.4557 0.2487 0.2487 0.0000 438.4175 219.2088 396.5521 497.1652 -118.6019 0.0000 0.0000
430.03 15.07.2018 12.10.01 20.72338 300.1907 102.3722 0.2509 0.2509 0.0000 425.0258 212.5129 397.7786 496.5345 -103.2153 0.0000 0.0000
440.03 15.07.2018 12.20.01 20.76922 300.2689 103.4840 0.2536 0.2536 0.0000 414.3274 207.1637 398.5132 495.9538 -95.0478 0.0000 0.0000
450.03 15.07.2018 12.30.01 20.81509 300.3322 105.8419 0.2594 0.2594 0.0000 408.3735 204.1867 398.9341 494.9759 -93.8132 0.0000 0.0000
460.03 15.07.2018 12.40.01 20.86221 300.3772 106.4651 0.2609 0.2609 0.0000 402.8988 201.4494 399.4925 493.9138 -93.7288 0.0000 0.0000
470.03 15.07.2018 12.50.01 20.90991 300.3746 106.8867 0.2620 0.2620 0.0000 394.0516 197.0258 399.5930 492.0067 -98.9567 0.0000 0.0000
480.03 15.07.2018 13.00.01 20.95760 300.4191 108.0803 0.2649 0.2649 0.0000 387.8348 193.9174 399.9780 489.5058 -105.2779 0.0000 0.0000
490.03 15.07.2018 13.10.01 21.00530 300.4328 110.2234 0.2702 0.2702 0.0000 379.4075 189.7037 400.2101 487.5139 -103.7315 0.0000 0.0000
500.03 15.07.2018 13.20.01 21.05413 300.4567 110.6053 0.2711 0.2711 0.0000 369.1839 184.5920 400.1831 485.5339 -101.6576 0.0000 0.0000
510.03 15.07.2018 13.30.01 21.10336 300.4892 110.6195 0.2711 0.2711 0.0000 356.0418 178.0209 399.6118 483.4640 -99.0320 0.0000 0.0000
520.03 15.07.2018 13.40.01 21.15286 300.5188 110.6907 0.2713 0.2713 0.0000 345.6929 172.8464 399.1952 481.3852 -96.0409 0.0000 0.0000
530.03 15.07.2018 13.50.01 21.20239 300.5496 111.0659 0.2722 0.2722 0.0000 335.6847 167.8423 398.8385 479.3971 -92.9590 0.0000 0.0000
540.03 15.07.2018 14.00.01 21.25192 300.5865 111.6635 0.2737 0.2737 0.0000 322.5298 161.2649 398.1209 477.3739 -89.6181 0.0000 0.0000
550.03 15.07.2018 14.10.01 21.30145 300.6294 112.5883 0.2760 0.2760 0.0000 306.8871 153.4436 398.5072 475.5994 -83.0457 0.0000 0.0000
560.03 15.07.2018 14.20.01 21.35098 300.6781 113.3546 0.2778 0.2778 0.0000 288.9610 144.4805 398.4614 473.8154 -76.6755 0.0000 0.0000
570.03 15.07.2018 14.30.01 21.40051 300.7296 114.2837 0.2801 0.2801 0.0000 271.8786 135.9393 398.2767 471.9763 -70.5455 0.0000 0.0000
580.03 15.07.2018 14.40.01 21.45016 300.7851 114.7159 0.2812 0.2812 0.0000 252.2988 126.1494 397.9508 470.1449 -63.7158 0.0000 0.0000
590.03 15.07.2018 14.50.01 21.49993 300.8415 114.7617 0.2813 0.2813 0.0000 235.4830 117.7415 397.9710 468.2708 -57.4432 0.0000 0.0000
600.03 15.07.2018 15.00.01 21.54971 300.8976 114.7388 0.2812 0.2812 0.0000 218.6150 109.3075 397.6832 466.3837 -51.7420 0.0000 0.0000
610.03 15.07.2018 15.10.01 21.59969 300.8158 113.6733 0.2786 0.2786 0.0000 209.0792 104.5396 396.5741 463.9129 -53.4739 0.0000 0.0000
620.03 15.07.2018 15.20.01 21.64913 300.7277 113.4131 0.2780 0.2780 0.0000 200.3552 100.1776 395.8095 461.2745 -54.4286 0.0000 0.0000
630.03 15.07.2018 15.30.01 21.69857 300.6452 112.7819 0.2764 0.2764 0.0000 192.1335 96.0668 395.1037 458.5791 -54.8765 0.0000 0.0000
640.03 15.07.2018 15.40.01 21.74801 300.5744 111.6385 0.2736 0.2736 0.0000 182.2374 91.1187 394.0019 455.8980 -53.8951 0.0000 0.0000
650.03 15.07.2018 15.50.01 21.79669 300.5055 111.6029 0.2735 0.2735 0.0000 173.7300 86.8650 393.0402 453.2052 -52.4443 0.0000 0.0000
660.03 15.07.2018 16.00.01 21.84524 300.4320 111.1676 0.2725 0.2725 0.0000 165.7595 82.8798 391.9967 450.5830 -50.7042 0.0000 0.0000
670.03 15.07.2018 16.10.01 21.89376 300.2453 109.9562 0.2695 0.2695 0.0000 154.6479 77.3240 389.7835 447.9929 -47.8374 0.0000 0.0000
680.03 15.07.2018 16.20.01 21.94164 300.0591 109.3883 0.2681 0.2681 0.0000 144.1467 72.0733 387.6576 445.2446 -45.3332 0.0000 0.0000
690.03 15.07.2018 16.30.01 21.98925 299.8748 108.5384 0.2660 0.2660 0.0000 134.0374 67.0187 385.5273 442.4347 -43.0436 0.0000 0.0000
700.03 15.07.2018 16.40.01 22.03658 299.6935 107.3689 0.2632 0.2632 0.0000 123.9130 61.9565 383.2781 439.6247 -40.2130 0.0000 0.0000
710.03 15.07.2018 16.50.01 22.08331 299.5139 106.5024 0.2610 0.2610 0.0000 115.9616 57.9808 381.0335 436.8124 -37.6539 0.0000 0.0000
720.03 15.07.2018 17.00.01 22.12966 299.3347 105.2527 0.2580 0.2580 0.0000 107.9273 53.9636 378.7564 434.0179 -35.3621 0.0000 0.0000
730.03 15.07.2018 17.10.01 22.17544 299.1274 104.2130 0.2554 0.2554 0.0000 101.5496 50.7748 376.9737 431.2445 -33.4516 0.0000 0.0000
740.03 15.07.2018 17.20.01 22.22076 298.9218 102.8931 0.2522 0.2522 0.0000 95.6309 47.8155 375.2240 428.5822 -31.4306 0.0000 0.0000
750.03 15.07.2018 17.30.01 22.26562 298.7167 101.2046 0.2481 0.2481 0.0000 89.5829 44.7915 373.4713 425.9968 -29.3482 0.0000 0.0000
760.03 15.07.2018 17.40.01 22.30956 298.5119 100.1715 0.2455 0.2455 0.0000 83.1353 41.5677 371.7629 423.4676 -27.1981 0.0000 0.0000
770.03 15.07.2018 17.50.01 22.35305 298.3073 98.6068 0.2417 0.2417 0.0000 67.6721 33.8361 370.0529 420.7889 -24.6908 0.0000 0.0000
780.03 15.07.2018 18.00.01 22.39590 298.1007 96.8770 0.2374 0.2374 0.0000 61.5221 30.7611 368.3418 418.0514 -22.0110 0.0000 0.0000
790.03 15.07.2018 18.10.01 22.43801 297.5727 95.2336 0.2334 0.2334 0.0000 54.5032 27.2516 366.5733 415.2591 -21.9467 0.0000 0.0000
800.03 15.07.2018 18.20.01 22.47930 297.0441 93.6966 0.2296 0.2296 0.0000 47.0434 23.5217 364.6214 412.3747 -21.6589 0.0000 0.0000
810.03 15.07.2018 18.30.01 22.51992 296.5149 92.0166 0.2255 0.2255 0.0000 39.1977 19.5989 362.6709 409.4096 -21.2294 0.0000 0.0000
820.03 15.07.2018 18.40.01 22.55981 295.9856 90.1711 0.2210 0.2210 0.0000 27.4206 13.7103 360.6925 406.3038 -20.4448 0.0000 0.0000
830.03 15.07.2018 18.50.01 22.59887 295.4556 88.2253 0.2162 0.2162 0.0000 19.1510 9.5755 358.6260 403.0921 -19.4823 0.0000 0.0000
840.03 15.07.2018 19.00.01 22.63711 294.9253 86.2800 0.2115 0.2115 0.0000 11.2077 5.6039 356.5565 399.8967 -18.4732 0.0000 0.0000
850.03 15.07.2018 19.10.01 22.67446 294.2899 84.2763 0.2066 0.2066 0.0000 8.0838 4.0419 354.5872 396.7426 -18.0401 0.0000 0.0000
860.03 15.07.2018 19.20.01 22.71096 293.6511 82.1904 0.2014 0.2014 0.0000 6.4425 3.2213 352.9439 393.7540 -17.8729 0.0000 0.0000
870.03 15.07.2018 19.30.01 22.74651 293.0199 80.0662 0.1962 0.1962 0.0000 5.0301 2.5150 351.3420 390.8998 -17.8373 0.0000 0.0000
880.03 15.07.2018 19.40.01 22.78112 292.3879 77.9623 0.1911 0.1911 0.0000 3.2698 1.6349 349.7575 388.1532 -17.7152 0.0000 0.0000
890.03 15.07.2018 19.50.01 22.81475 291.7630 75.7711 0.1857 0.1857 0.0000 1.6899 0.8449 348.2055 385.4921 -17.6483 0.0000 0.0000
900.03 15.07.2018 20.00.01 22.84741 291.1424 73.5437 0.1803 0.1803 0.0000 0.3073 0.1536 346.6435 382.9187 -17.6126 0.0000 0.0000
910.03 15.07.2018 20.10.01 22.87905 290.7120 71.1944 0.1745 0.1745 0.0000 0.0555 0.0278 345.0536 380.5342 -16.6731 0.0000 0.0000
920.03 15.07.2018 20.20.01 22.90966 290.2895 68.7703 0.1686 0.1686 0.0000 0.0100 0.0050 343.5399 378.2974 -15.9255 0.0000 0.0000
930.03 15.07.2018 20.30.01 22.93923 289.8791 66.3309 0.1626 0.1626 0.0000 0.0018 0.0009 342.0562 376.1850 -15.2837 0.0000 0.0000
940.03 15.07.2018 20.40.01 22.96777 289.4640 63.6846 0.1561 0.1561 0.0000 0.0003 0.0002 340.5947 374.1846 -14.6789 0.0000 0.0000
950.03 15.07.2018 20.50.01 22.99511 289.0630 61.2687 0.1502 0.1502 0.0000 0.0001 0.0000 339.1227 372.2846 -14.0903 0.0000 0.0000
960.03 15.07.2018 21.00.01 23.02136 288.6954 58.7095 0.1439 0.1439 0.0000 0.0000 0.0000 337.6692 370.4931 -13.3081 0.0000 0.0000
970.03 15.07.2018 21.10.01 23.04647 288.3760 56.1351 0.1376 0.1376 0.0000 0.0000 0.0000 336.4471 368.9331 -11.1465 0.0000 0.0000
980.03 15.07.2018 21.20.01 23.07052 288.0534 53.4364 0.1310 0.1310 0.0000 0.0000 0.0000 335.1508 367.3386 -11.5508 0.0000 0.0000
990.03 15.07.2018 21.30.01 23.09335 287.5854 50.8428 0.1246 0.1246 0.0000 0.0000 0.0000 334.1358 365.4716 -15.1229 0.0000 0.0000
1000.03 15.07.2018 21.40.01 23.11501 287.5023 48.2921 0.1184 0.1184 0.0000 0.0000 0.0000 333.1856 364.1471 -11.0144 0.0000 0.0000
1010.03 15.07.2018 21.50.01 23.13555 287.5404 45.5878 0.1117 0.1117 0.0000 0.0000 0.0000 331.6385 362.8713 -9.7347 0.0000 0.0000
1020.03 15.07.2018 22.00.01 23.15496 287.3183 42.8398 0.1050 0.1050 0.0000 0.0000 0.0000 330.5823 361.2920 -11.6584 0.0000 0.0000
1030.03 15.07.2018 22.10.01 23.17312 287.2943 40.3360 0.0989 0.0989 0.0000 0.0000 0.0000 329.8189 360.0545 -10.1409 0.0000 0.0000
1040.03 15.07.2018 22.20.01 23.19015 287.3672 37.7133 0.0924 0.0924 0.0000 0.0000 0.0000 329.0962 358.9945 -8.3403 0.0000 0.0000
1050.03 15.07.2018 22.30.01 23.20605 287.1873 35.0347 0.0859 0.0859 0.0000 0.0000 0.0000 328.3708 357.9081 -7.9707 0.0000 0.0000
1060.03 15.07.2018 22.40.01 23.22088 287.0285 32.2763 0.0791 0.0791 0.0000 0.0000 0.0000 327.6653 356.8764 -7.5700 0.0000 0.0000
1070.03 15.07.2018 22.50.01 23.23440 286.8763 29.8232 0.0731 0.0731 0.0000 0.0000 0.0000 326.9761 355.8889 -7.2284 0.0000 0.0000
1080.03 15.07.2018 23.00.01 23.24685 286.7283 27.2915 0.0669 0.0669 0.0000 0.0000 0.0000 326.3000 354.9400 -6.9490 0.0000 0.0000
1090.03 15.07.2018 23.10.01 23.25820 286.6695 24.6496 0.0604 0.0604 0.0000 0.0000 0.0000 325.9385 354.1394 -5.7975 0.0000 0.0000
1100.03 15.07.2018 23.20.01 23.26846 285.7898 22.0192 0.0540 0.0540 0.0000 0.0000 0.0000 325.4684 352.9161 -10.5468 0.0000 0.0000
1110.03 15.07.2018 23.30.01 23.27755 285.4699 19.5769 0.0480 0.0480 0.0000 0.0000 0.0000 324.8475 351.6289 -13.1554 0.0000 0.0000
1120.03 15.07.2018 23.40.01 23.28552 285.5130 17.2107 0.0422 0.0422 0.0000 0.0000 0.0000 324.5291 350.8875 -8.6298 0.0000 0.0000
1130.03 15.07.2018 23.50.01 23.29244 285.2710 14.8005 0.0363 0.0363 0.0000 0.0000 0.0000 324.0535 349.9877 -9.8268 0.0000 0.0000
1140.03 16.07.2018 00.00.01 23.29833 285.0751 12.3441 0.0303 0.0303 0.0000 0.0000 0.0000 323.5047 348.8472 -12.6001 0.0000 0.0000
1150.03 16.07.2018 00.10.01 23.30316 285.0632 9.9510 0.0244 0.0244 0.0000 0.0000 0.0000 323.0921 347.9752 -11.0746 0.0000 0.0000
1160.03 16.07.2018 00.20.01 23.30700 285.0633 7.5259 0.0184 0.0184 0.0000 0.0000 0.0000 322.7856 347.2155 -9.7891 0.0000 0.0000
1170.03 16.07.2018 00.30.01 23.30981 285.0665 5.1312 0.0126 0.0126 0.0000 0.0000 0.0000 322.5080 346.5401 -8.6883 0.0000 0.0000
1180.03 16.07.2018 00.40.01 23.31155 285.0706 2.9635 0.0073 0.0073 0.0000 0.0000 0.0000 322.2474 345.9381 -7.6962 0.0000 0.0000
1190.03 16.07.2018 00.50.01 23.31228 285.0761 0.8070 0.0020 0.0020 0.0000 0.0000 0.0000 321.9501 345.3951 -6.8254 0.0000 0.0000
1200.03 16.07.2018 01.00.01 23.31207 285.0822 -1.3192 -0.0032 -0.0032 0.0000 0.0000 0.0000 321.6660 344.9013 -6.0518 0.0000 0.0000
1210.03 16.07.2018 01.10.01 23.31091 284.9811 -3.4889 -0.0086 -0.0086 0.0000 0.0000 0.0000 321.2863 344.3885 -6.0297 0.0000 0.0000
