# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.90701 288.7164 175.0408 0.4376 -0.4569 1.1926 185.3646 94.7733 323.6847 369.7983 -16.1470 0.0000 0.0000
20.02 15.07.2018 05.20.00 19.94302 289.3893 284.3070 0.7108 -0.8460 2.0757 327.8921 167.6760 328.6389 380.5281 -26.4059 0.0000 0.0000
30.03 15.07.2018 05.30.01 20.01397 290.1848 403.0911 1.0077 -1.3242 3.1093 535.3220 279.4115 336.0228 406.2490 -49.7699 0.0000 0.0000
40.03 15.07.2018 05.40.01 20.18496 291.0094 4608.9697 11.5224 -2.1669 18.2525 560.9101 286.2096 345.4841 424.3607 -62.2817 0.0000 0.0000
50.03 15.07.2018 05.50.01 21.44424 291.4295 1936.9937 4.8425 -8.1094 17.2691 525.4610 268.5523 348.7574 431.8492 -65.8340 0.0000 0.0000
60.03 15.07.2018 06.00.01 21.99673 291.9189 694.8480 1.7371 -10.2949 16.0427 518.0056 267.8719 350.3805 441.0767 -72.7090 0.0000 0.0000
70.03 15.07.2018 06.10.01 22.21746 292.2435 306.2240 0.7656 -10.8103 15.4344 498.0742 257.6243 351.4275 444.0646 -76.1728 0.0000 0.0000
80.03 15.07.2018 06.20.01 22.37628 292.6297 3271.0618 8.1777 -11.0341 25.6157 494.5268 249.0667 352.7661 446.3172 -79.0845 0.0000 0.0000
90.03 15.07.2018 06.30.01 23.38250 292.9625 7323.3643 18.3084 -15.3053 44.8183 544.5310 265.8333 353.8418 453.8151 -88.0980 0.0000 0.0000
100.03 15.07.2018 06.40.01 25.42498 293.3042 3301.2839 8.2532 -24.2937 43.3959 530.7182 259.3631 355.1845 455.1431 -90.5034 0.0000 0.0000
110.03 15.07.2018 06.50.01 26.39932 293.6207 1498.8610 3.7472 -27.6841 41.9084 519.2839 254.3693 356.3336 456.1440 -93.0240 0.0000 0.0000
120.03 15.07.2018 07.00.01 26.88598 293.9317 645.2653 1.6132 -28.6563 40.3593 508.6311 249.8903 357.4832 456.8199 -95.1354 0.0000 0.0000
130.03 15.07.2018 07.10.01 27.13806 294.2254 343.4218 0.8586 -28.5516 39.2136 526.4786 261.9271 358.9019 462.0122 -97.8302 0.0000 0.0000
140.03 15.07.2018 07.20.01 27.30227 294.5307 177.6439 0.4441 -28.1092 38.0711 519.9736 259.3501 360.6546 464.0984 -96.3543 0.0000 0.0000
150.03 15.07.2018 07.30.01 27.41619 294.8319 60.3915 0.1510 -27.5024 36.8712 557.2343 283.0756 362.2975 472.4711 -101.9994 0.0000 0.0000
160.03 15.07.2018 07.40.01 27.49484 295.1749 52.2824 0.1307 -26.7920 35.8970 551.6877 280.7972 364.3071 475.1249 -99.9496 0.0000 0.0000
170.03 15.07.2018 07.50.01 27.56741 295.4745 8.4936 0.0212 -26.1082 34.8392 544.8331 277.7970 366.0236 477.3330 -97.7626 0.0000 0.0000
180.03 15.07.2018 08.00.01 27.62512 295.7567 -38.4777 -0.0962 -25.3964 33.7336 537.3608 274.4624 367.7372 479.2846 -95.5003 0.0000 0.0000
190.03 15.07.2018 08.10.01 27.66747 295.9924 -86.5947 -0.2165 -24.6468 32.5737 529.1223 270.7383 369.6646 482.9390 -87.2438 0.0000 0.0000
200.03 15.07.2018 08.20.01 27.75109 296.4463 3775.8379 9.4396 -24.1071 44.7290 556.7948 278.5149 371.1494 487.2900 -88.1089 0.0000 0.0000
210.03 15.07.2018 08.30.01 28.83108 296.4563 1537.7051 3.8443 -28.3458 42.9201 546.5127 274.0541 372.4684 485.4452 -95.7235 0.0000 0.0000
220.03 15.07.2018 08.40.01 29.31695 296.5094 578.2245 1.4456 -29.4796 41.2336 537.2292 269.9911 373.6511 485.1419 -94.6360 0.0000 0.0000
230.03 15.07.2018 08.50.01 29.54275 296.7269 128.6250 0.3216 -29.3331 39.5395 559.8429 285.0721 374.8890 489.5101 -100.4292 0.0000 0.0000
240.03 15.07.2018 09.00.01 29.64361 296.9778 -99.7277 -0.2493 -28.6204 37.8281 549.0520 280.1236 376.2739 488.7873 -104.3110 0.0000 0.0000
250.03 15.07.2018 09.10.01 29.67761 297.2764 -299.2671 -0.7482 -27.6386 35.8539 535.6990 273.9324 378.0173 492.0153 -91.6937 0.0000 0.0000
