# simtime date time IndoorTemp Av_Tair_at_facade Energyflux.toIndoor.sum  Energyflux.toIndoor.average Energyflux.Conduction.average Energyflux.SW.transmission.average Shortwave.availabe Shortwave.absorbed Longwave.available Longwave.emittedFacade Sensible.outside Vapour.fromGreening Vapour.fromSubstrate
10.02 15.07.2018 05.10.00 19.91622 289.0468 279.1392 0.3438 -0.5324 1.1682 261.9349 143.0908 323.8875 382.3720 -31.0417 0.0000 0.0000
20.02 15.07.2018 05.20.00 19.94317 289.7073 349.1918 0.4300 -0.8835 1.7514 462.8690 253.0752 327.5992 405.8946 -51.0221 0.0000 0.0000
30.03 15.07.2018 05.30.01 19.98687 290.4166 489.7740 0.6032 -1.2355 2.4515 657.4082 359.1384 332.2873 434.7171 -72.8111 0.0000 0.0000
40.03 15.07.2018 05.40.01 20.05908 291.1468 599.8345 0.7387 -1.6433 3.1761 630.5773 344.9284 337.4940 446.8430 -78.1431 0.0000 0.0000
50.03 15.07.2018 05.50.01 20.14938 291.7020 312.7195 0.3851 -2.0704 3.2740 586.6054 320.9065 340.1781 452.0185 -79.9271 0.0000 0.0000
60.03 15.07.2018 06.00.01 20.20007 292.1712 141.7574 0.1746 -2.2495 3.2321 548.4024 300.4490 342.0292 455.0340 -82.6647 0.0000 0.0000
70.03 15.07.2018 06.10.01 20.22793 292.4260 95.2103 0.1173 -2.2804 3.1968 578.7230 319.7305 343.5022 465.6149 -91.9544 0.0000 0.0000
80.03 15.07.2018 06.20.01 20.25155 292.7917 167.5386 0.2063 -2.2590 3.2871 555.8067 306.9749 345.4554 466.8735 -95.4971 0.0000 0.0000
90.03 15.07.2018 06.30.01 20.28823 293.0386 201.3117 0.2479 -2.2647 3.3501 539.6076 298.2697 347.2958 467.6853 -99.8239 0.0000 0.0000
100.03 15.07.2018 06.40.01 20.33300 293.3180 257.7563 0.3174 -2.2678 3.4470 524.7409 289.9081 349.2245 467.4611 -102.7568 0.0000 0.0000
110.03 15.07.2018 06.50.01 20.39556 293.6118 1067.5853 1.3148 -2.3096 4.8324 522.0724 287.8933 351.2716 468.1598 -106.8247 0.0000 0.0000
120.03 15.07.2018 07.00.01 20.58514 293.9326 1666.9812 2.0529 -2.9051 6.6107 522.7461 287.5870 353.4005 469.0056 -110.7907 0.0000 0.0000
130.03 15.07.2018 07.10.01 20.87008 294.2292 1906.7675 2.3482 -3.8704 8.2915 526.2693 288.8266 354.9421 471.3611 -108.7439 0.0000 0.0000
140.03 15.07.2018 07.20.01 21.19778 294.5290 2036.1292 2.5076 -4.9403 9.9304 529.8408 290.1267 356.8727 473.8884 -107.4887 0.0000 0.0000
150.03 15.07.2018 07.30.01 21.55096 294.8344 2066.9053 2.5455 -6.0357 11.4415 531.9245 290.6303 359.0700 476.2504 -106.6666 0.0000 0.0000
160.03 15.07.2018 07.40.01 21.91512 295.1482 2129.4893 2.6225 -7.0934 12.9546 536.5357 292.5224 361.2701 478.9135 -106.0364 0.0000 0.0000
170.03 15.07.2018 07.50.01 22.29373 295.4658 2133.3870 2.6273 -8.1402 14.3567 540.1306 293.8881 363.3872 481.4894 -105.5476 0.0000 0.0000
180.03 15.07.2018 08.00.01 22.67681 295.7950 2041.7017 2.5144 -9.1355 15.5332 541.1073 293.8536 365.3988 483.7146 -104.7962 0.0000 0.0000
190.03 15.07.2018 08.10.01 23.05102 296.1006 2086.2224 2.5692 -10.0245 16.7916 543.4723 294.6149 367.9349 487.7063 -98.8583 0.0000 0.0000
200.03 15.07.2018 08.20.01 23.43505 296.4044 2051.3975 2.5264 -10.9058 17.9096 543.8591 294.2953 370.2081 489.7059 -98.7805 0.0000 0.0000
210.03 15.07.2018 08.30.01 23.81713 296.7553 2027.6357 2.4971 -11.7260 18.9641 544.0095 293.8813 372.6119 490.2142 -104.0657 0.0000 0.0000
220.03 15.07.2018 08.40.01 24.19863 297.0182 2013.2366 2.4794 -12.4976 19.9693 544.6684 293.7174 374.9045 492.0562 -103.8856 0.0000 0.0000
230.03 15.07.2018 08.50.01 24.58029 297.3365 1983.0708 2.4422 -13.2302 20.8965 544.3222 293.0095 377.1074 493.6847 -104.6949 0.0000 0.0000
240.03 15.07.2018 09.00.01 24.95944 297.6881 1907.0552 2.3486 -13.9124 21.6813 542.8423 291.7285 379.2321 495.2307 -105.2838 0.0000 0.0000
250.03 15.07.2018 09.10.01 25.32855 298.0135 1776.2819 2.1875 -14.5117 22.2656 537.2357 288.2049 380.9336 498.6302 -91.8077 0.0000 0.0000
260.03 15.07.2018 09.20.01 25.67993 298.3097 1726.2355 2.1259 -15.0002 22.8349 532.3384 285.1179 382.4986 500.2851 -93.4968 0.0000 0.0000
270.03 15.07.2018 09.30.01 26.02432 298.2738 1681.6831 2.0710 -15.4437 23.3530 527.8397 282.3086 383.5488 498.8435 -105.4748 0.0000 0.0000
280.03 15.07.2018 09.40.01 26.36273 298.6377 1666.7311 2.0526 -15.8488 23.8686 524.4870 280.0958 385.5520 500.7127 -99.4578 0.0000 0.0000
290.03 15.07.2018 09.50.01 26.70001 299.1572 1631.7766 2.0096 -16.2241 24.3116 520.6209 277.6298 387.6661 500.9480 -101.1187 0.0000 0.0000
300.03 15.07.2018 10.00.01 27.03301 299.1429 1530.0831 1.8843 -16.5558 24.5869 515.1764 274.3432 388.8055 498.7691 -109.1403 0.0000 0.0000
310.03 15.07.2018 10.10.01 27.35198 299.3772 1570.0676 1.9336 -16.8133 24.9959 511.1874 271.7387 389.7623 499.6885 -105.2516 0.0000 0.0000
320.03 15.07.2018 10.20.01 27.67709 299.6411 1594.1827 1.9633 -17.0977 25.4146 508.0217 269.6207 391.1930 500.8445 -102.2883 0.0000 0.0000
330.03 15.07.2018 10.30.01 28.00567 299.8775 1536.8387 1.8927 -17.3926 25.7136 502.9677 266.4602 392.2732 501.3501 -100.3736 0.0000 0.0000
340.03 15.07.2018 10.40.01 28.32623 300.1478 1529.6892 1.8839 -17.6428 26.0355 498.7965 263.7698 393.2002 501.5967 -98.9440 0.0000 0.0000
350.03 15.07.2018 10.50.01 28.64520 300.2271 1502.1971 1.8500 -17.8715 26.2953 493.9171 260.7014 393.9985 500.8184 -100.3886 0.0000 0.0000
360.03 15.07.2018 11.00.01 28.95950 300.2771 1410.3201 1.7368 -18.0825 26.4259 488.0055 257.1114 394.7519 499.6091 -102.2471 0.0000 0.0000
